DE Number,System DE Number,Data Element,Data Element Name Text,Necessity,Definition,Valid Values,File Segment Number,File Segment Name,Size,FLF Start Position,FLF Stop Position,Segment Key Field Identifier,Coding Requirements,file_name
PRV011,PRV.001.011,FILE-STATUS-INDICATOR,File Status Indicator,Mandatory,A code to indicate whether the records in the file are test or production records.,PRV011 Values,PRV00001,FILE-HEADER-RECORD-PROVIDER,X(1),66,66,Not Applicable,"1. Value must be 1 character
2. For production files, value must be equal to ""P""
3. Value must be in File Status Indicator List (VVL)
4. Mandatory",PROVIDER
PRV013,PRV.001.013,TOT-REC-CNT,Total Record Count,Mandatory,A count of all records in the file except for the file header record. This count will be used as a control total to help assure that the file did not become corrupted during transmission.,,PRV00001,FILE-HEADER-RECORD-PROVIDER,9(11),67,77,Not Applicable,"1. Value must be 11 digits or less
2. Value must be a positive integer
3. Value must be between 0:99999999999 (inclusive)
4. Value must equal the number of records included in the file submission except for the file header record.
5. Mandatory",PROVIDER
PRV139,PRV.001.139,FILE-SUBMISSION-METHOD,File Submission Method,Mandatory,"The file submission method (e.g., TFFR, RHFR, IT, or CSO) used by the state to build and submit the file. This should correspond with the state's declared file submission method for the same file type and time period.",PRV139 Values,PRV00001,FILE-HEADER-RECORD-PROVIDER,X(2),78,79,Not Applicable,"1. Value must be 2 characters
2. Value must be in File Submission Method List (VVL)
3. Mandatory",PROVIDER
PRV138,PRV.001.138,SEQUENCE-NUMBER,Sequence Number,Mandatory,"To enable states to sequentially number files, when related, follow-on files are necessary (i.e., update files, replacement files). This should begin with 1 for the original Create submission type and be incremented by one for each Replacement or Update submission for the same reporting period and file type (subject area).",,PRV00001,FILE-HEADER-RECORD-PROVIDER,X(4),80,83,Not Applicable,"1. Value must be 4 characters or less
2. Value must be between 1 and 9999
3. Value must be equal to the largest of any prior values for the same reporting period and file type, plus 1 (i.e. incremented by 1)
4. Value must not contain a pipe symbol
5. Mandatory",PROVIDER
PRV014,PRV.001.014,STATE-NOTATION,State Notation,Situational,A free text field for the submitting state to enter whatever information it chooses.,,PRV00001,FILE-HEADER-RECORD-PROVIDER,X(500),84,583,Not Applicable,"1. Value must be 500 characters or less
2. Value must not contain a pipe or asterisk symbols
3. Situational",PROVIDER
PRV016,PRV.002.016,RECORD-ID,Record ID,Mandatory,"The Record ID represents the type of segment being reported. The Record ID communicates how the contents of a given row of data should be interpreted depending on which segment type the Record ID represents. Each type of segment collects different data elements so each segment type has a distinct layout. The first 3 characters identify the relevant file (e.g., ELG, PRV, CIP, etc.). The last 5 digits are the segment identifier padded with leading zeros (e.g., 00001, 00002, 00003, etc.).",PRV016 Values,PRV00002,PROV-ATTRIBUTES-MAIN,X(8),1,8,Not Applicable,"1. Value must be 8 characters
2. Mandatory
3. Value must be in Record ID List (VVL)
4. Value must equal ""PRV00002""",PROVIDER
PRV017,PRV.002.017,SUBMITTING-STATE,Submitting State,Mandatory,"A code that uniquely identifies the U.S. State or Territory from which T-MSIS system data resources were received.
",PRV017 Values,PRV00002,PROV-ATTRIBUTES-MAIN,X(2),9,10,1,"1. Value must be 2 characters
2. Value must be in State Code List (VVL)
3. Mandatory
4. Value must be the same as Submitting State (PRV.001.007)
",PROVIDER
PRV018,PRV.002.018,RECORD-NUMBER,Record Number,Mandatory,"A sequential number assigned by the submitter to identify each record segment row in the submission file. The Record Number, in conjunction with the Record Identifier, uniquely identifies a single record within the submission file.",,PRV00002,PROV-ATTRIBUTES-MAIN,9(11),11,21,Not Applicable,"1. Value must be 11 digits or less
2. Value must be unique within record segment over all records associated with a given Record ID
3. Mandatory",PROVIDER
PRV019,PRV.002.019,SUBMITTING-STATE-PROV-ID,Submitting State Provider ID,Mandatory,"The State-specific Medicaid Provider Identifier is a state-assigned unique identifier that states should report with all individual providers, practice groups, facilities, and other entities. This should be the identifier that is used in the state's Medicaid Management Information System.",,PRV00002,PROV-ATTRIBUTES-MAIN,X(30),22,51,2,"1. Value must be 30 characters or less
2. Mandatory",PROVIDER
PRV020,PRV.002.020,PROV-ATTRIBUTES-EFF-DATE,Provider Attributes Effective Date,Mandatory,The first calendar day on which all of the other data elements in the same segment were effective.,,PRV00002,PROV-ATTRIBUTES-MAIN,9(8),52,59,(a),"1. The date must be a valid calendar date in the form ""CCYYMMDD""
2. Value must be before or the same as the associated Segment End Date value
3. Mandatory
4. Value of the CC component must be in [18,19,20]",PROVIDER
PRV021,PRV.002.021,PROV-ATTRIBUTES-END-DATE,Provider Attributes End Date,Mandatory,The last calendar day on which all of the other data elements in the same segment were effective.,,PRV00002,PROV-ATTRIBUTES-MAIN,9(8),60,67,Not Applicable,"1. The date must be a valid calendar date in the form ""CCYYMMDD""
2. Value must be greater than or equal to associated Segment Effective Date value
3. Mandatory
4. Value of the CC component must be in [18,19,20,99]",PROVIDER
PRV022,PRV.002.022,PROV-DOING-BUSINESS-AS-NAME,Provider DBA Name,Situational,"The provider's name that is commonly used by the public when the ""doing-business-as"" name is different than the legal name. DBA is an abbreviation for ""doing business as."" Registering a DBA is required to operate a business under a name that differs from the company's legal name. If DBA name is the same as the legal name, do not populate DBA name.",,PRV00002,PROV-ATTRIBUTES-MAIN,X(100),68,167,Not Applicable,"1. Value must be 100 characters or less
2. Value must not contain a pipe or asterisk symbol
3. Situational",PROVIDER
PRV023,PRV.002.023,PROV-LEGAL-NAME,Provider Legal Name,Mandatory,The name as it appears on the provider agreement between the state and the entity. Both persons and other entities can have a legal name.,,PRV00002,PROV-ATTRIBUTES-MAIN,X(100),168,267,Not Applicable,"1. Value must be 100 characters or less
2. Value must not contain a pipe or asterisk symbol
3. Mandatory",PROVIDER
PRV024,PRV.002.024,PROV-ORGANIZATION-NAME,Provider Organization Name,Situational,The name of the provider when the provider is an organization. If the provider organization name exceeds 60 characters submit only the first 60 characters of the name. Provider Organization Name should be same as provider last name when provider is an individual.,,PRV00002,PROV-ATTRIBUTES-MAIN,X(60),268,327,Not Applicable,"1. Value must be 60 characters or less
2. Value must not contain a pipe or asterisk symbol
3. Situational",PROVIDER
PRV025,PRV.002.025,PROV-TAX-NAME,Provider Tax Name,Mandatory,The name that the provider entity uses on IRS filings.,,PRV00002,PROV-ATTRIBUTES-MAIN,X(100),328,427,Not Applicable,"1. Value must be 100 characters or less
2. Value must not contain a pipe or asterisk symbol
3. Mandatory",PROVIDER
PRV026,PRV.002.026,FACILITY-GROUP-INDIVIDUAL-CODE,Facility Group Individual Code,Mandatory,"A code to identify whether the Submitting State Provider Identifier is assigned to an individual, group, or a facility.",PRV026 Values,PRV00002,PROV-ATTRIBUTES-MAIN,X(2),428,429,Not Applicable,"1. Value must be in Facility Group Individual Code List (VVL)
2. Value must be 2 characters
3. Mandatory
4. (Individual) if value equals ""03"", then Provider First Name (PRV.002.028) must be populated
5. (Individual) NPPES Entity Type Code associated with a Provider NPI reported in (PRV.005.081) must equal ""1"" (Individual)
6. (Individual) if value equals ""03"", then Provider Last Name (PRV.002.030) must be populated
7. (Individual) if value equals ""03"", then Provider Sex (PRV.002.031) must be populated
8. (Individual) if value equals ""03"", then Provider Date of Birth (PRV.002.034) must be populated
9. (Organization) If value equals ""01"" or ""02"", then Provider Date of Death (PRV.002.035) must not be populated
10. (Organization) If value does not equal ""03"", then Provider Middle Initial (PRV.002.029) must not be populated
11. (Organization) NPPES Entity Type Code associated with a Provider NPI reported in (PRV.005.081) must equal ""2"" (Organization)",PROVIDER
PRV027,PRV.002.027,TEACHING-IND,Teaching Indicator,Conditional,A code indicating if the provider's organization is a teaching facility.,PRV027 Values,PRV00002,PROV-ATTRIBUTES-MAIN,X(1),430,430,Not Applicable,"1. Value must be 1 character
2. Value must be in Teaching Indicator List (VVL)
3. Value must be ""0"" when Facility Group Individual Code (PRV.002.026) equals '02' or '03'
4. Conditional",PROVIDER
PRV028,PRV.002.028,PROV-FIRST-NAME,Provider First Name,Situational,"Individual's first name; first name component of full name (e.g. First Name, Middle Initial, Last Name).",,PRV00002,PROV-ATTRIBUTES-MAIN,X(30),431,460,Not Applicable,"1. Value must be 30 characters or less
2. Value must not contain a pipe or asterisk symbols
3. Situational",PROVIDER
PRV029,PRV.002.029,PROV-MIDDLE-INITIAL,Provider Middle Initial,Situational,"Individual's middle initial; middle initial component of full name (e.g. First Name, Middle Initial, Last Name).",,PRV00002,PROV-ATTRIBUTES-MAIN,X(1),461,461,Not Applicable,"1. Value must be 1 character
2. Value must not contain a pipe or asterisk symbols
3. Situational",PROVIDER
PRV030,PRV.002.030,PROV-LAST-NAME,Provider Last Name,Situational,"Individual's last name; last name component of full name (e.g. First Name, Middle Initial, Last Name).",,PRV00002,PROV-ATTRIBUTES-MAIN,X(30),462,491,Not Applicable,"1. Value must be 30 characters or less
2. Value must not contain a pipe or asterisk symbols
3. Situational",PROVIDER
PRV031,PRV.002.031,SEX,Sex,Situational,The individual's biological sex assigned at birth.,PRV031 Values,PRV00002,PROV-ATTRIBUTES-MAIN,X(1),492,492,Not Applicable,"1. Value must be 1 character
2. Value must be in Sex List (VVL)
3. Situational",PROVIDER
PRV032,PRV.002.032,OWNERSHIP-CODE,Ownership Code,Conditional,A code denoting the ownership interest and/or managing control information. The valid values list is a Medicare standard list.,PRV032 Values,PRV00002,PROV-ATTRIBUTES-MAIN,X(2),493,494,Not Applicable,"1. Value must be 2 characters
2. Value must be in Ownership Code List (VVL)
3. Conditional
4. Value is mandatory when associated Facility Group Individual Code (PRV.002.026) is in [01,02] (organization)",PROVIDER
PRV033,PRV.002.033,PROV-PROFIT-STATUS,Provider Profit Status,Mandatory,A code denoting the profit status of the provider.,PRV033 Values,PRV00002,PROV-ATTRIBUTES-MAIN,X(2),495,496,Not Applicable,"1. Value must be 2 characters
2. Value must be in Provider Profit Status List (VVL)
3. Mandatory",PROVIDER
PRV034,PRV.002.034,DATE-OF-BIRTH,Date of Birth,Situational,An individual's date of birth.,,PRV00002,PROV-ATTRIBUTES-MAIN,9(8),497,504,Not Applicable,"1. The date must be a valid calendar date in the form ""CCYYMMDD""
2. Value must be less than or equal to associated End of Time Period (PRV.001.010)
3. Situational
4. The difference between current value and Start of Time Period (PRV.001.009) must be between 18 and 85 years",PROVIDER
PRV035,PRV.002.035,DATE-OF-DEATH,Date of Death,Situational,The date an individual died on.,,PRV00002,PROV-ATTRIBUTES-MAIN,9(8),505,512,Not Applicable,"1. The date must be a valid calendar date in the form ""CCYYMMDD""
2. Situational
3. If populated, value must be on or after individual's Date of Birth
4. Value must be less than or equal to associated End of Time Period (PRV.001.010)
5. There can only be one value on all records when the value is populated
6. When populated, the difference between value and Date of Birth (PRV.002.034) must be 18 years or greater",PROVIDER
PRV036,PRV.002.036,ACCEPTING-NEW-PATIENTS-IND,Accepting New Patients Indicator,Mandatory,An indicator to identify providers who are accepting new patients.,PRV036 Values,PRV00002,PROV-ATTRIBUTES-MAIN,X(1),513,513,Not Applicable,"1. Value must be 1 character
2. Value must be in Accepting New Patients Indicator List (VVL)
3. Mandatory",PROVIDER
PRV140,PRV.002.140,ATYPICAL-PROV-IND,Atypical Provider Indicator,Mandatory,An indicator to identify whether the provider is an atypical provider and therefore not eligible for an NPI.,PRV140 Values,PRV00002,PROV-ATTRIBUTES-MAIN,X(1),514,514,Not Applicable,"1. Value must be 1 character
2. Value must be in Atypical Provider Indicator code List (VVL)
3. Mandatory",PROVIDER
PRV037,PRV.002.037,STATE-NOTATION,State Notation,Situational,A free text field for the submitting state to enter whatever information it chooses.,,PRV00002,PROV-ATTRIBUTES-MAIN,X(500),515,1014,Not Applicable,"1. Value must be 500 characters or less
2. Value must not contain a pipe or asterisk symbols
3. Situational",PROVIDER
PRV039,PRV.003.039,RECORD-ID,Record ID,Mandatory,"The Record ID represents the type of segment being reported. The Record ID communicates how the contents of a given row of data should be interpreted depending on which segment type the Record ID represents. Each type of segment collects different data elements so each segment type has a distinct layout. The first 3 characters identify the relevant file (e.g., ELG, PRV, CIP, etc.). The last 5 digits are the segment identifier padded with leading zeros (e.g., 00001, 00002, 00003, etc.).",PRV039 Values,PRV00003,PROV-LOCATION-AND-CONTACT-INFO,X(8),1,8,Not Applicable,"1. Value must be 8 characters
2. Mandatory
3. Value must be in Record ID List (VVL)
4. Value must equal ""PRV00003""",PROVIDER
PRV040,PRV.003.040,SUBMITTING-STATE,Submitting State,Mandatory,"A code that uniquely identifies the U.S. State or Territory from which T-MSIS system data resources were received.
",PRV040 Values,PRV00003,PROV-LOCATION-AND-CONTACT-INFO,X(2),9,10,1,"1. Value must be 2 characters
2. Value must be in State Code List (VVL)
3. Mandatory
4. Value must be the same as Submitting State (PRV.001.007)
",PROVIDER
PRV041,PRV.003.041,RECORD-NUMBER,Record Number,Mandatory,"A sequential number assigned by the submitter to identify each record segment row in the submission file. The Record Number, in conjunction with the Record Identifier, uniquely identifies a single record within the submission file.",,PRV00003,PROV-LOCATION-AND-CONTACT-INFO,9(11),11,21,Not Applicable,"1. Value must be 11 digits or less
2. Value must be unique within record segment over all records associated with a given Record ID
3. Mandatory",PROVIDER
PRV042,PRV.003.042,SUBMITTING-STATE-PROV-ID,Submitting State Provider ID,Mandatory,"The State-specific Medicaid Provider Identifier is a state-assigned unique identifier that states should report with all individual providers, practice groups, facilities, and other entities. This should be the identifier that is used in the state's Medicaid Management Information System.",,PRV00003,PROV-LOCATION-AND-CONTACT-INFO,X(30),22,51,2,"1. Value must be 30 characters or less
2. Mandatory",PROVIDER
PRV043,PRV.003.043,PROV-LOCATION-ID,Provider Location ID,Mandatory,"A code to uniquely identify the geographic location where the provider's services were performed. The Provider Location Identifier values reported on Inpatient, Long-Term Care, Other, and Pharmacy Claim Header Segments must correspond to an active Provider Location Identifier value on a Provider Location and Contact Info (PRV.003) segment. If a particular license (e.g., a physician's medical license) or provider identifier (e.g., an individual provider's NPI or SSN) is applicable to all of their servicing locations, value ""000"" (a string of exactly three zeros) can be used in the PRV.004 or PRV.005, respectively, to represent all locations, however that location identifier must not be attributed to claims or provider bed type info.",,PRV00003,PROV-LOCATION-AND-CONTACT-INFO,X(5),52,56,3,"1. Value must be 5 characters or less
2. Value must not contain a pipe or asterisk symbols
3. Mandatory",PROVIDER
PRV044,PRV.003.044,PROV-LOCATION-AND-CONTACT-INFO-EFF-DATE,Provider Location and Contact Info Effective Date,Mandatory,The first calendar day on which all of the other data elements in the same segment were effective.,,PRV00003,PROV-LOCATION-AND-CONTACT-INFO,9(8),57,64,(a),"1. The date must be a valid calendar date in the form ""CCYYMMDD""
2. Value must be before or the same as the associated Segment End Date value
3. Mandatory
4. Value of the CC component must be in [18,19,20]",PROVIDER
PRV045,PRV.003.045,PROV-LOCATION-AND-CONTACT-INFO-END-DATE,Provider Location and Contact Info End Date,Mandatory,The last calendar day on which all of the other data elements in the same segment were effective.,,PRV00003,PROV-LOCATION-AND-CONTACT-INFO,9(8),65,72,Not Applicable,"1. The date must be a valid calendar date in the form ""CCYYMMDD""
2. Value must be greater than or equal to associated Segment Effective Date value
3. Mandatory
4. Value of the CC component must be in [18,19,20,99]",PROVIDER
PRV046,PRV.003.046,PROV-ADDR-TYPE,Provider Address Type,Mandatory,The type of address and contact information for the provider submitted in the record segment.,PRV046 Values,PRV00003,PROV-LOCATION-AND-CONTACT-INFO,X(1),73,73,4,"1. Value must be 1 character
2. Value must be in Provider Address Type List (VVL)
3. Mandatory",PROVIDER
PRV047,PRV.003.047,ADDR-LN1,Provider Address Line 1,Mandatory,"The first line of a potentially multi-line physical street or  mailing address for a given entity (e.g. person, organization, agency, etc.).",,PRV00003,PROV-LOCATION-AND-CONTACT-INFO,X(60),74,133,Not Applicable,"1. Value must be 60 characters or less
2. Value must not be equal to associated Address Line 2 or Address Line 3 value(s)
3. Value must not contain a pipe or asterisk symbols
4. Mandatory",PROVIDER
PRV048,PRV.003.048,ADDR-LN2,Provider Address Line 2,Situational,"The second line of a multi-line physical street or mailing address for a given entity (e.g. person, organization, agency, etc.).",,PRV00003,PROV-LOCATION-AND-CONTACT-INFO,X(60),134,193,Not Applicable,"1. Value must be 60 characters or less
2. Value must not be equal to associated Address Line 1 or Address Line 3 value(s)
3. There must be an Address Line 1 in order to have an Address Line 2
4. Value must not contain a pipe or asterisk symbols
5. Situational",PROVIDER
PRV049,PRV.003.049,ADDR-LN3,Provider Address Line 3,Situational,"The third line of a multi-line physical street or mailing address for a given entity (e.g. person, organization, agency, etc.).",,PRV00003,PROV-LOCATION-AND-CONTACT-INFO,X(60),194,253,Not Applicable,"1. Value must be 60 characters or less
2. Value must not be equal to associated Address Line 1 or Address Line 2 value(s)
3. If Address Line 2 is not populated, then value should not be populated
4. Value must not contain a pipe or asterisk symbols
5. Situational",PROVIDER
PRV050,PRV.003.050,ADDR-CITY,Provider City,Mandatory,"The city component of an address associated with a given entity (e.g. person, organization, agency, etc.).",,PRV00003,PROV-LOCATION-AND-CONTACT-INFO,X(28),254,281,Not Applicable,"1. Value must be 28 characters or less
2. Value must not contain a pipe or asterisk symbols
3. Mandatory",PROVIDER
PRV051,PRV.003.051,ADDR-STATE,Provider State,Mandatory,"The ANSI numeric state code component of an address associated with a given entity (e.g. person, organization, agency, etc.)
",PRV051 Values,PRV00003,PROV-LOCATION-AND-CONTACT-INFO,X(2),282,283,Not Applicable,"1. Value must be 2 characters
2. Value must be in State Code List (VVL)
3. Mandatory
",PROVIDER
PRV052,PRV.003.052,ADDR-ZIP-CODE,Provider ZIP Code,Mandatory,"U.S. ZIP Code component of an address associated with a given entity (e.g. person, organization, agency, etc.)",PRV052 Values,PRV00003,PROV-LOCATION-AND-CONTACT-INFO,X(9),284,292,Not Applicable,"1. Value may only be 5 digits (0-9) (Example: 91320) or 9 digits (0-9) (Example: 913200011)
2. Value must be in ZIP Code List (VVL)
3. Mandatory",PROVIDER
PRV053,PRV.003.053,ADDR-TELEPHONE,Provider Phone Number,Situational,"Phone number for a given entity (e.g. person, organization, agency).",,PRV00003,PROV-LOCATION-AND-CONTACT-INFO,X(10),293,302,Not Applicable,"1. Value must be 10-digit number
2. Situational",PROVIDER
PRV054,PRV.003.054,ADDR-EMAIL,Provider Address Email,Situational,The email address of the provider for the location being captured on this record,,PRV00003,PROV-LOCATION-AND-CONTACT-INFO,X(60),303,362,Not Applicable,"1. Must contain the ""@"" symbol
2. May contain uppercase and lowercase Latin letters A to Z and a to z
3. May contain digits 0-9
4. Must contain a dot ""."" that is not the first or last character and provided that it does not appear consecutively
5. Value must be 60 characters or less
6. Situational",PROVIDER
PRV055,PRV.003.055,ADDR-FAX-NUM,Provider Address Fax,Situational,The fax number of the provider for the location being captured on this record.,,PRV00003,PROV-LOCATION-AND-CONTACT-INFO,X(10),363,372,Not Applicable,"1. Value must be 10-digit number
2. Situational",PROVIDER
PRV056,PRV.003.056,ADDR-BORDER-STATE-IND,Address Border State Indicator,Mandatory,"A code identify an out of state provider enrolled with the state (The provider location is out of state, but for payment purposes the provider is treated as an in-state provider.)",PRV056 Values,PRV00003,PROV-LOCATION-AND-CONTACT-INFO,X(1),373,373,Not Applicable,"1. Value must be 1 character
3. Mandatory
2. Value must be in Address Border State Indicator List (VVL)",PROVIDER
PRV057,PRV.003.057,ADDR-COUNTY,Provider County Code,Mandatory,Standard ANSI code used to identify a specific U.S. County.,PRV057 Values,PRV00003,PROV-LOCATION-AND-CONTACT-INFO,X(3),374,376,Not Applicable,"1. Value must be 3 characters
2. Value must be in US County Code List (VVL)
3. Mandatory",PROVIDER
PRV058,PRV.003.058,STATE-NOTATION,State Notation,Situational,A free text field for the submitting state to enter whatever information it chooses.,,PRV00003,PROV-LOCATION-AND-CONTACT-INFO,X(500),377,876,Not Applicable,"1. Value must be 500 characters or less
2. Value must not contain a pipe or asterisk symbols
3. Situational",PROVIDER
PRV060,PRV.004.060,RECORD-ID,Record ID,Mandatory,"The Record ID represents the type of segment being reported. The Record ID communicates how the contents of a given row of data should be interpreted depending on which segment type the Record ID represents. Each type of segment collects different data elements so each segment type has a distinct layout. The first 3 characters identify the relevant file (e.g., ELG, PRV, CIP, etc.). The last 5 digits are the segment identifier padded with leading zeros (e.g., 00001, 00002, 00003, etc.).",PRV060 Values,PRV00004,PROV-LICENSING-INFO,X(8),1,8,Not Applicable,"1. Value must be 8 characters
2. Mandatory
3. Value must be in Record ID List (VVL)
4. Value must equal ""PRV00004""",PROVIDER
PRV061,PRV.004.061,SUBMITTING-STATE,Submitting State,Mandatory,"A code that uniquely identifies the U.S. State or Territory from which T-MSIS system data resources were received.
",PRV061 Values,PRV00004,PROV-LICENSING-INFO,X(2),9,10,1,"1. Value must be 2 characters
2. Value must be in State Code List (VVL)
3. Mandatory
4. Value must be the same as Submitting State (PRV.001.007)
",PROVIDER
PRV062,PRV.004.062,RECORD-NUMBER,Record Number,Mandatory,"A sequential number assigned by the submitter to identify each record segment row in the submission file. The Record Number, in conjunction with the Record Identifier, uniquely identifies a single record within the submission file.",,PRV00004,PROV-LICENSING-INFO,9(11),11,21,Not Applicable,"1. Value must be 11 digits or less
2. Value must be unique within record segment over all records associated with a given Record ID
3. Mandatory",PROVIDER
PRV063,PRV.004.063,SUBMITTING-STATE-PROV-ID,Submitting State Provider ID,Mandatory,"The State-specific Medicaid Provider Identifier is a state-assigned unique identifier that states should report with all individual providers, practice groups, facilities, and other entities. This should be the identifier that is used in the state's Medicaid Management Information System.",,PRV00004,PROV-LICENSING-INFO,X(30),22,51,2,"1. Value must be 30 characters or less
2. Mandatory",PROVIDER
PRV064,PRV.004.064,PROV-LOCATION-ID,Provider Location ID,Mandatory,"A code to uniquely identify the geographic location where the provider's services were performed. The Provider Location Identifier values reported on Inpatient, Long-Term Care, Other, and Pharmacy Claim Header Segments must correspond to an active Provider Location Identifier value on a Provider Location and Contact Info (PRV.003) segment. If a particular license (e.g., a physician's medical license) or provider identifier (e.g., an individual provider's NPI or SSN) is applicable to all of their servicing locations, value ""000"" (a string of exactly three zeros) can be used in the PRV.004 or PRV.005, respectively, to represent all locations, however that location identifier must not be attributed to claims or provider bed type info.",,PRV00004,PROV-LICENSING-INFO,X(5),52,56,3,"1. Value must be 5 characters or less
2. Value must not contain a pipe or asterisk symbols
3. Mandatory",PROVIDER
PRV065,PRV.004.065,PROV-LICENSE-EFF-DATE,Provider License Effective Date,Mandatory,The first calendar day on which all of the other data elements in the same segment were effective.,,PRV00004,PROV-LICENSING-INFO,9(8),57,64,(a),"1. The date must be a valid calendar date in the form ""CCYYMMDD""
2. Value must be before or the same as the associated Segment End Date value
3. Mandatory
4. Value of the CC component must be in [18,19,20]",PROVIDER
PRV066,PRV.004.066,PROV-LICENSE-END-DATE,Provider License End Date,Mandatory,The last calendar day on which all of the other data elements in the same segment were effective.,,PRV00004,PROV-LICENSING-INFO,9(8),65,72,Not Applicable,"1. The date must be a valid calendar date in the form ""CCYYMMDD""
2. Value must be greater than or equal to associated Segment Effective Date value
3. Mandatory
4. Value of the CC component must be in [18,19,20,99]",PROVIDER
PRV067,PRV.004.067,LICENSE-TYPE,License Type,Mandatory,A code to identify the kind of license or accreditation number that is captured in the License or Accreditation Number data element.,PRV067 Values,PRV00004,PROV-LICENSING-INFO,X(1),73,73,4,"1. Value must be 1 character
2. Value must be in License Type List (VVL)
3. Mandatory",PROVIDER
PRV068,PRV.004.068,LICENSE-ISSUING-ENTITY-ID,License Issuing Entity ID,Mandatory,"A free text field to capture the identity of the entity issuing the license or accreditation. Enter the applicable state code, county code, municipality name, ""DEA"", professional society's name, or the CLIA accreditation body's name. -If associated License Type is equal to 1 and issuing authority is a State, then value must be ANSI State abbreviation code.- If associated License Type is equal to 1 and issuing authority is a county, then value must be a 5-digit, concatenated code consisting of the ANSI state code plus the ANSI county code. A list of codes can be found here: https://www.nrcs.usda.gov/wps/portal/nrcs/detail/national/home/?cid=nrcs143_013697

If associated License Type is equal to 1 and issuing authority is a municipality, then enter a text string with the name of the municipality.
If associated License Type is equal to 3, then enter the text string identifying the professional society issuing the accreditation.
If associated License Type is equal to 4, then value must be the text string identifying the CLIA accreditation body's name.",,PRV00004,PROV-LICENSING-INFO,X(60),74,133,5,"1. Value must be 60 characters or less
2. Value must not contain a pipe or asterisk symbol
3. Mandatory
4. If associated License Type equals ""2"", then value must equal ""DEA""",PROVIDER
PRV069,PRV.004.069,LICENSE-OR-ACCREDITATION-NUMBER,License or Accreditation Number,Mandatory,A data element to capture the license or accreditation number issued to the provider by the licensing entity or accreditation body identified in the License Issuing Entity ID data element.,,PRV00004,PROV-LICENSING-INFO,X(20),134,153,6,"1. Value must be 20 characters or less
2. Value must not contain a pipe and asterisk symbol
3. Mandatory",PROVIDER
PRV070,PRV.004.070,STATE-NOTATION,State Notation,Situational,A free text field for the submitting state to enter whatever information it chooses.,,PRV00004,PROV-LICENSING-INFO,X(500),154,653,Not Applicable,"1. Value must be 500 characters or less
2. Value must not contain a pipe or asterisk symbols
3. Situational",PROVIDER
PRV072,PRV.005.072,RECORD-ID,Record ID,Mandatory,"The Record ID represents the type of segment being reported. The Record ID communicates how the contents of a given row of data should be interpreted depending on which segment type the Record ID represents. Each type of segment collects different data elements so each segment type has a distinct layout. The first 3 characters identify the relevant file (e.g., ELG, PRV, CIP, etc.). The last 5 digits are the segment identifier padded with leading zeros (e.g., 00001, 00002, 00003, etc.).",PRV072 Values,PRV00005,PROV-IDENTIFIERS,X(8),1,8,Not Applicable,"1. Value must be 8 characters
2. Mandatory
3. Value must be in Record ID List (VVL)
4. Value must equal ""PRV00005""",PROVIDER
PRV073,PRV.005.073,SUBMITTING-STATE,Submitting State,Mandatory,"A code that uniquely identifies the U.S. State or Territory from which T-MSIS system data resources were received.
",PRV073 Values,PRV00005,PROV-IDENTIFIERS,X(2),9,10,1,"1. Value must be 2 characters
2. Value must be in State Code List (VVL)
3. Mandatory
4. Value must be the same as Submitting State (PRV.001.007)
",PROVIDER
PRV074,PRV.005.074,RECORD-NUMBER,Record Number,Mandatory,"A sequential number assigned by the submitter to identify each record segment row in the submission file. The Record Number, in conjunction with the Record Identifier, uniquely identifies a single record within the submission file.",,PRV00005,PROV-IDENTIFIERS,9(11),11,21,Not Applicable,"1. Value must be 11 digits or less
2. Value must be unique within record segment over all records associated with a given Record ID
3. Mandatory",PROVIDER
PRV075,PRV.005.075,SUBMITTING-STATE-PROV-ID,Submitting State Provider ID,Mandatory,"The State-specific Medicaid Provider Identifier is a state-assigned unique identifier that states should report with all individual providers, practice groups, facilities, and other entities. This should be the identifier that is used in the state's Medicaid Management Information System.",,PRV00005,PROV-IDENTIFIERS,X(30),22,51,2,"1. Value must be 30 characters or less
2. Mandatory",PROVIDER
PRV076,PRV.005.076,PROV-LOCATION-ID,Provider Location ID,Mandatory,"A code to uniquely identify the geographic location where the provider's services were performed. The Provider Location Identifier values reported on Inpatient, Long-Term Care, Other, and Pharmacy Claim Header Segments must correspond to an active Provider Location Identifier value on a Provider Location and Contact Info (PRV.003) segment. If a particular license (e.g., a physician's medical license) or provider identifier (e.g., an individual provider's NPI or SSN) is applicable to all of their servicing locations, value ""000"" (a string of exactly three zeros) can be used in the PRV.004 or PRV.005, respectively, to represent all locations, however that location identifier must not be attributed to claims or provider bed type info.",,PRV00005,PROV-IDENTIFIERS,X(5),52,56,3,"1. Value must be 5 characters or less
2. Value must not contain a pipe or asterisk symbols
3. Mandatory",PROVIDER
PRV077,PRV.005.077,PROV-IDENTIFIER-TYPE,Provider Identifier Type,Mandatory,A code to identify the kind of provider identifier that is captured in the Provider Identifier data element. The state should submit updates to T-MSIS whenever an identifier is retired or issued. see Provider Identifier Type List (VVL.146),PRV077 Values,PRV00005,PROV-IDENTIFIERS,X(1),57,57,4,"1. Value must be 1 character
2. Value must be in Provider Identifier Type List (VVL)
3. Mandatory
4. When value equals ""2"", the associated Provider Identifier (PRV.005.081) must be a valid NPI",PROVIDER
