OWNER,TABLE_NAME,COLUMN_NAME,ADDED_DESCRIPTION,DATA_TYPE,DATA_TYPE_MOD,DATA_TYPE_OWNER,DATA_LENGTH,DATA_PRECISION,DATA_SCALE,NULLABLE,COLUMN_ID,DEFAULT_LENGTH,DATA_DEFAULT,NUM_DISTINCT,LOW_VALUE,HIGH_VALUE,DENSITY,NUM_NULLS,NUM_BUCKETS,LAST_ANALYZED,SAMPLE_SIZE,CHARACTER_SET_NAME,CHAR_COL_DECL_LENGTH,GLOBAL_STATS,USER_STATS,AVG_COL_LEN,CHAR_LENGTH,CHAR_USED,V80_FMT_IMAGE,DATA_UPGRADED,HISTOGRAM,DEFAULT_ON_NULL,IDENTITY_COLUMN,EVALUATION_EDITION,UNUSABLE_BEFORE,UNUSABLE_BEGINNING,COLLATION
SIEBEL,CX_S_PS_APPL_XM,NAME,,VARCHAR2,,,400,,,N,9,,,739122,312D313030364B4E42,312D5A5A53545749,1.35E-06,0,1,2-Jun-24,739122,CHAR_CS,400,YES,NO,11,100,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_S_PS_APPL_XM,TYPE,,VARCHAR2,,,120,,,N,10,,,2,4D617374657220436F6E74616374,506F74656E7469616C204475706C6963617465,6.76E-07,0,2,2-Jun-24,739122,CHAR_CS,120,YES,NO,19,30,C,NO,YES,FREQUENCY,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_S_PS_APPL_XM,BIRTH_DATE,,DATE,,,7,,,Y,11,,,30848,7.68E+13,787C0803010101,3.24E-05,456565,1,2-Jun-24,282557,,,YES,NO,4,0,,NO,YES,NONE,NO,NO,,,,
SIEBEL,CX_S_PS_APPL_XM,DB_LAST_UPD,Recent Date on which record was updated,DATE,,,7,,,Y,12,,,193056,7.87E+41,787C0601103027,5.18E-06,0,1,2-Jun-24,739122,,,YES,NO,8,0,,NO,YES,NONE,NO,NO,,,,
SIEBEL,CX_S_PS_APPL_XM,CONTACT_ID,Contact Id,VARCHAR2,,,80,,,Y,13,,,159264,312D313030364B524C,312D5A5A514D5434,6.28E-06,283236,1,2-Jun-24,455886,CHAR_CS,80,YES,NO,7,20,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_S_PS_APPL_XM,DB_LAST_UPD_SRC,Login by whom record is updated recently,VARCHAR2,,,200,,,Y,14,,,2,536372697074696E67536572766963655F507265496E766F6B654D6574686F64,55736572,0.5,0,1,2-Jun-24,739122,CHAR_CS,200,YES,NO,33,50,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_S_PS_APPL_XM,FIRST_NAME,,VARCHAR2,,,200,,,Y,15,,,78128,20414D41444541,7A7972696C6C6A6F73687561,1.28E-05,455927,1,2-Jun-24,283195,CHAR_CS,200,YES,NO,4,50,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_S_PS_APPL_XM,LAST_NAME,,VARCHAR2,,,200,,,Y,16,,,62792,204C41554B4F4E,7A7577616C61,1.59E-05,455930,1,2-Jun-24,283192,CHAR_CS,200,YES,NO,4,50,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_S_PS_APPL_XM,MASTER_CON_ID,,VARCHAR2,,,80,,,Y,17,,,240560,312D313030364B4E42,312D5A5A53545748,4.16E-06,283236,1,2-Jun-24,455886,CHAR_CS,80,YES,NO,7,20,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_S_PS_APPL_XM,MIDDLE_NAME,,VARCHAR2,,,200,,,Y,18,,,22314,274127616C616F6E616F6E61204164616D73,7A6F666961,4.48E-05,630418,1,2-Jun-24,108704,CHAR_CS,200,YES,NO,2,50,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_S_PS_APPL_XM,SSN,,VARCHAR2,,,80,,,Y,19,,,159984,3030302D30302D30303030,3.94E+17,6.25E-06,503032,1,2-Jun-24,236090,CHAR_CS,80,YES,NO,4,20,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_S_PS_APPL_XM,X_KIES_CASE_ID,,VARCHAR2,,,60,,,Y,20,,,156736,312D313030364B5446,312D5A5A50515044,6.38E-06,349793,1,2-Jun-24,389329,CHAR_CS,60,YES,NO,6,15,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ADDR_PER,ROW_ID,Row Id of the record,VARCHAR2,,,60,,,N,1,,,1371776,312D313030364B415A,312D5A5A57534F49,7.29E-07,0,1,2-Jun-24,1381406,CHAR_CS,60,YES,NO,10,15,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ADDR_PER,CREATED,Created Date,DATE,,,7,,,N,2,8,sysdate ,863040,7.87E+13,787C0602031D28,1.16E-06,0,1,2-Jun-24,1381406,,,YES,NO,8,0,,NO,YES,NONE,NO,NO,,,,
SIEBEL,S_ADDR_PER,CREATED_BY,,VARCHAR2,,,60,,,N,3,,,347,302D31,312D5A4C41344E58,0.002881844,0,1,2-Jun-24,1381406,CHAR_CS,60,YES,NO,8,15,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ADDR_PER,LAST_UPD,Recent Date on which record was updated,DATE,,,7,,,N,4,8,sysdate ,865664,7871091B0B210D,787C0602031D28,1.16E-06,0,1,2-Jun-24,1381406,,,YES,NO,8,0,,NO,YES,NONE,NO,NO,,,,
SIEBEL,S_ADDR_PER,LAST_UPD_BY,Login by whom record is updated recently,VARCHAR2,,,60,,,N,5,,,349,302D31,312D5A4C41344E58,0.00286533,0,1,2-Jun-24,1381406,CHAR_CS,60,YES,NO,8,15,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ADDR_PER,DCKING_NUM,,NUMBER,,,22,22,7,Y,6,1,0,1,80,80,1,0,1,2-Jun-24,1381406,,,YES,NO,2,0,,NO,YES,NONE,NO,NO,,,,
SIEBEL,S_ADDR_PER,MODIFICATION_NUM,Number of modifications on the record,NUMBER,,,22,10,0,N,7,2,0,125,80,C23246,3.62E-07,0,125,2-Jun-24,1381406,,,YES,NO,3,0,,NO,YES,FREQUENCY,NO,NO,,,,
SIEBEL,S_ADDR_PER,CONFLICT_ID,Unique identifier assigned to a conflict record.,VARCHAR2,,,60,,,N,8,4,0' ,1,30,30,1,0,1,2-Jun-24,1381406,CHAR_CS,60,YES,NO,2,15,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ADDR_PER,ADDR_NAME,,VARCHAR2,,,400,,,N,9,4,x' ,1369728,092039382D333630204B4F41554B41204C4F4F5020415054203231312C20414945412C2048492C203936373031,EFBBBF3834203132323920416C6168656C652053742E2C20576169616E61652C20486F6E6F6C756C752C2048492C203936373932,0.000001,0,254,2-Jun-24,5543,CHAR_CS,400,YES,NO,39,100,C,NO,YES,HYBRID,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ADDR_PER,ALIGNMENT_FLG,,CHAR,,,4,,,N,10,4,N' ,2,4E,59,0.5,0,1,2-Jun-24,1381406,CHAR_CS,4,YES,NO,2,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ADDR_PER,DISA_CLEANSE_FLG,,CHAR,,,4,,,N,11,4,N' ,1,4E,4E,1,0,1,2-Jun-24,1381406,CHAR_CS,4,YES,NO,2,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ADDR_PER,ED_DELETED_FLG,,CHAR,,,4,,,N,12,4,N' ,1,4E,4E,3.62E-07,0,1,2-Jun-24,5541,CHAR_CS,4,YES,NO,2,1,C,NO,YES,FREQUENCY,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ADDR_PER,ED_ENABLED_FLG,,CHAR,,,4,,,N,13,4,Y' ,1,59,59,1,0,1,2-Jun-24,1381406,CHAR_CS,4,YES,NO,2,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ADDR_PER,GEOCD_VALID_FLG,,CHAR,,,4,,,N,14,4,N' ,1,4E,4E,1,0,1,2-Jun-24,1381406,CHAR_CS,4,YES,NO,2,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ADDR_PER,LOCATION_FLG,,CHAR,,,4,,,N,15,4,N' ,2,4E,59,0.5,0,1,2-Jun-24,1381406,CHAR_CS,4,YES,NO,2,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ADDR_PER,NAME_LOCK_FLG,,CHAR,,,4,,,N,16,4,N' ,2,4E,59,0.5,0,1,2-Jun-24,1381406,CHAR_CS,4,YES,NO,2,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ADDR_PER,PREMISE_FLG,,CHAR,,,4,,,N,17,4,N' ,2,4E,59,3.62E-07,0,2,2-Jun-24,1381406,CHAR_CS,4,YES,NO,2,1,C,NO,YES,FREQUENCY,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ADDR_PER,SYNC_SUCCESS_FLG,,CHAR,,,4,,,N,18,4,N' ,1,4E,4E,1,0,1,2-Jun-24,1381406,CHAR_CS,4,YES,NO,2,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ADDR_PER,VERIFIED_FLG,,CHAR,,,4,,,N,19,4,N' ,1,4E,4E,1,0,1,2-Jun-24,1381406,CHAR_CS,4,YES,NO,2,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ADDR_PER,ACTIVE_FLG,,CHAR,,,4,,,Y,20,,,1,59,59,1,1098100,1,2-Jun-24,283306,CHAR_CS,4,YES,NO,2,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ADDR_PER,ALTITUDE,,NUMBER,,,22,22,7,Y,21,,,0,,,0,1381406,0,2-Jun-24,,,,YES,NO,0,0,,NO,YES,NONE,NO,NO,,,,
SIEBEL,S_ADDR_PER,DB_LAST_UPD,Recent Date on which record was updated,DATE,,,7,,,Y,22,,,867840,7871091B0B210D,787C0602031D28,1.15E-06,0,1,2-Jun-24,1381406,,,YES,NO,8,0,,NO,YES,NONE,NO,NO,,,,
SIEBEL,S_ADDR_PER,END_DT,,DATE,,,7,,,Y,23,,,0,,,0,1381406,0,2-Jun-24,,,,YES,NO,1,0,,NO,YES,NONE,NO,NO,,,,
SIEBEL,S_ADDR_PER,EXT_SYS_SYNC_TS,,DATE,,,7,,,Y,24,,,0,,,0,1381406,0,2-Jun-24,,,,YES,NO,1,0,,NO,YES,NONE,NO,NO,,,,
SIEBEL,S_ADDR_PER,INFO_RECORD_DT,,DATE,,,7,,,Y,25,,,0,,,0,1381406,0,2-Jun-24,,,,YES,NO,1,0,,NO,YES,NONE,NO,NO,,,,
SIEBEL,S_ADDR_PER,LATITUDE,,NUMBER,,,22,22,7,Y,26,,,0,,,0,1381406,0,2-Jun-24,,,,YES,NO,0,0,,NO,YES,NONE,NO,NO,,,,
SIEBEL,S_ADDR_PER,LONGITUDE,,NUMBER,,,22,22,7,Y,27,,,0,,,0,1381406,0,2-Jun-24,,,,YES,NO,0,0,,NO,YES,NONE,NO,NO,,,,
SIEBEL,S_ADDR_PER,MSA,,NUMBER,,,22,10,0,Y,28,,,0,,,0,1381406,0,2-Jun-24,,,,YES,NO,0,0,,NO,YES,NONE,NO,NO,,,,
SIEBEL,S_ADDR_PER,START_DT,,DATE,,,7,,,Y,29,,,0,,,0,1381406,0,2-Jun-24,,,,YES,NO,1,0,,NO,YES,NONE,NO,NO,,,,
SIEBEL,S_ADDR_PER,ADDR,,VARCHAR2,,,800,,,Y,30,,,892160,092039382D333630204B4F41554B41204C4F4F502041505420323131,EFBBBF3834203132323920416C6168656C652053742E,0.000001,2963,254,2-Jun-24,5527,CHAR_CS,800,YES,NO,19,200,C,NO,YES,HYBRID,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ADDR_PER,ADDRESSEE,,VARCHAR2,,,400,,,Y,31,,,0,,,0,1381406,0,2-Jun-24,,CHAR_CS,400,YES,NO,0,100,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ADDR_PER,ADDR_LINE_2,,VARCHAR2,,,400,,,Y,32,,,97064,2.02E+49,E585ACE5AF932FE5A597E688BF,0.00001,1050413,254,2-Jun-24,5536,CHAR_CS,400,YES,NO,3,100,C,NO,YES,HYBRID,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ADDR_PER,ADDR_LINE_3,,VARCHAR2,,,400,,,Y,33,,,314,2.04E+15,756E6974203261,0.003184713,1380987,1,2-Jun-24,419,CHAR_CS,400,YES,NO,2,100,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ADDR_PER,ADDR_LINE_4,,VARCHAR2,,,400,,,Y,34,,,0,,,0,1381406,0,2-Jun-24,,CHAR_CS,400,YES,NO,0,100,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ADDR_PER,ADDR_LINE_5,,VARCHAR2,,,400,,,Y,35,,,0,,,0,1381406,0,2-Jun-24,,CHAR_CS,400,YES,NO,0,100,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ADDR_PER,ADDR_MAIL_CD,,VARCHAR2,,,120,,,Y,36,,,0,,,0,1381406,0,2-Jun-24,,CHAR_CS,120,YES,NO,0,30,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ADDR_PER,ADDR_NUM,,VARCHAR2,,,120,,,Y,37,,,0,,,0,1381406,0,2-Jun-24,,CHAR_CS,120,YES,NO,0,30,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ADDR_PER,ADDR_SUB_CD,,VARCHAR2,,,120,,,Y,38,,,0,,,0,1381406,0,2-Jun-24,,CHAR_CS,120,YES,NO,0,30,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ADDR_PER,ADDR_TYPE_CD,,VARCHAR2,,,120,,,Y,39,,,3,416C7465726E617465,486F6D65,0.011904762,1381364,3,2-Jun-24,42,CHAR_CS,120,YES,NO,2,30,C,NO,YES,FREQUENCY,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ADDR_PER,AIA_INTEG1_ID,,VARCHAR2,,,2000,,,Y,40,,,0,,,0,1381406,0,2-Jun-24,,CHAR_CS,2000,YES,NO,0,500,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ADDR_PER,AIA_INTEG_ID,,VARCHAR2,,,600,,,Y,41,,,0,,,0,1381406,0,2-Jun-24,,CHAR_CS,600,YES,NO,0,150,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ADDR_PER,BILLACCT_ID,,VARCHAR2,,,60,,,Y,42,,,0,,,0,1381406,0,2-Jun-24,,CHAR_CS,60,YES,NO,0,15,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ADDR_PER,CITY,,VARCHAR2,,,200,,,Y,43,,,18626,2.02E+19,796F726B746F776E2068656967687473,0.000016,5359,254,2-Jun-24,5520,CHAR_CS,200,YES,NO,9,50,C,NO,YES,HYBRID,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ADDR_PER,COMMENTS,Comments,VARCHAR2,,,1020,,,Y,44,,,2,4.44E+25,4441544146495820333633302D33,0.5,1375633,1,2-Jun-24,5773,CHAR_CS,1020,YES,NO,2,255,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ADDR_PER,COUNTRY,,VARCHAR2,,,120,,,Y,45,,,32,416D65726963616E2053616D6F61,56697267696E2049736C616E64732028552E532E29,4.56E-07,284667,32,2-Jun-24,1096739,CHAR_CS,120,YES,NO,4,30,C,NO,YES,FREQUENCY,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ADDR_PER,COUNTRY_REGION,,VARCHAR2,,,400,,,Y,46,,,0,,,0,1381406,0,2-Jun-24,,CHAR_CS,400,YES,NO,0,100,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ADDR_PER,COUNTY,,VARCHAR2,,,200,,,Y,47,,,6,436F756E7479206E6F7420696E207374617465,4D617569,1.05E-06,906764,6,2-Jun-24,474642,CHAR_CS,200,YES,NO,4,50,C,NO,YES,FREQUENCY,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ADDR_PER,CROSS_ST,,VARCHAR2,,,400,,,Y,48,,,0,,,0,1381406,0,2-Jun-24,,CHAR_CS,400,YES,NO,0,100,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ADDR_PER,DB_LAST_UPD_SRC,Login by whom record is updated recently,VARCHAR2,,,200,,,Y,49,,,5,45494D,55736572,0.2,0,1,2-Jun-24,1381406,CHAR_CS,200,YES,NO,17,50,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ADDR_PER,DESCRIPTOR,,VARCHAR2,,,400,,,Y,50,,,0,,,0,1381406,0,2-Jun-24,,CHAR_CS,400,YES,NO,0,100,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ADDR_PER,DISTRICT,,VARCHAR2,,,200,,,Y,51,,,0,,,0,1381406,0,2-Jun-24,,CHAR_CS,200,YES,NO,0,50,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ADDR_PER,EMAIL_ADDR,,VARCHAR2,,,1400,,,Y,52,,,0,,,0,1381406,0,2-Jun-24,,CHAR_CS,1400,YES,NO,0,350,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ADDR_PER,EXT_SYS_SYNC_MSG,,VARCHAR2,,,1000,,,Y,53,,,0,,,0,1381406,0,2-Jun-24,,CHAR_CS,1000,YES,NO,0,250,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ADDR_PER,FAX_PH_NUM,,VARCHAR2,,,160,,,Y,54,,,0,,,0,1381406,0,2-Jun-24,,CHAR_CS,160,YES,NO,0,40,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ADDR_PER,GEOCD_FAIL_DESC,,VARCHAR2,,,1000,,,Y,55,,,1,53696562656C20696E7465726E616C206572726F72,53696562656C20696E7465726E616C206572726F72,1,1381402,1,2-Jun-24,4,CHAR_CS,1000,YES,NO,2,250,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ADDR_PER,GEOCODE_STATUS_CD,,VARCHAR2,,,120,,,Y,56,,,0,,,0,1381406,0,2-Jun-24,,CHAR_CS,120,YES,NO,0,30,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ADDR_PER,GEOGRAPHY_CODE,,VARCHAR2,,,120,,,Y,57,,,0,,,0,1381406,0,2-Jun-24,,CHAR_CS,120,YES,NO,0,30,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ADDR_PER,INTEGRATION2_ID,,VARCHAR2,,,120,,,Y,58,,,0,,,0,1381406,0,2-Jun-24,,CHAR_CS,120,YES,NO,0,30,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ADDR_PER,INTEGRATION3_ID,,VARCHAR2,,,120,,,Y,59,,,0,,,0,1381406,0,2-Jun-24,,CHAR_CS,120,YES,NO,0,30,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ADDR_PER,INTEGRATION_ID,,VARCHAR2,,,120,,,Y,60,,,0,,,0,1381406,0,2-Jun-24,,CHAR_CS,120,YES,NO,0,30,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ADDR_PER,LANDLORD_NAME,,VARCHAR2,,,400,,,Y,61,,,0,,,0,1381406,0,2-Jun-24,,CHAR_CS,400,YES,NO,0,100,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ADDR_PER,LANDLORD_PH_NUM,,VARCHAR2,,,160,,,Y,62,,,0,,,0,1381406,0,2-Jun-24,,CHAR_CS,160,YES,NO,0,40,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ADDR_PER,METRO_AREA,,VARCHAR2,,,400,,,Y,63,,,0,,,0,1381406,0,2-Jun-24,,CHAR_CS,400,YES,NO,0,100,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ADDR_PER,MISC_ADDR_LINE,,VARCHAR2,,,400,,,Y,64,,,0,,,0,1381406,0,2-Jun-24,,CHAR_CS,400,YES,NO,0,100,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ADDR_PER,OWNERSHIP_CD,,VARCHAR2,,,120,,,Y,65,,,0,,,0,1381406,0,2-Jun-24,,CHAR_CS,120,YES,NO,0,30,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ADDR_PER,PAR_ADDR_ID,,VARCHAR2,,,60,,,Y,66,,,0,,,0,1381406,0,2-Jun-24,,CHAR_CS,60,YES,NO,0,15,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ADDR_PER,PER_ID,,VARCHAR2,,,60,,,Y,67,,,12,312D3136454A49,312D53365944,0.016666667,1381376,12,2-Jun-24,30,CHAR_CS,60,YES,NO,2,15,C,NO,YES,FREQUENCY,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ADDR_PER,PH_NUM,,VARCHAR2,,,160,,,Y,68,,,0,,,0,1381406,0,2-Jun-24,,CHAR_CS,160,YES,NO,0,40,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ADDR_PER,PROVINCE,,VARCHAR2,,,200,,,Y,69,,,0,,,0,1381406,0,2-Jun-24,,CHAR_CS,200,YES,NO,0,50,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ADDR_PER,RURAL_ROUTE_NUM,,VARCHAR2,,,40,,,Y,70,,,0,,,0,1381406,0,2-Jun-24,,CHAR_CS,40,YES,NO,0,10,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ADDR_PER,STATE,,VARCHAR2,,,40,,,Y,71,,,60,4142,5A5A,3.64E-07,7589,60,2-Jun-24,1373817,CHAR_CS,40,YES,NO,3,10,C,NO,YES,FREQUENCY,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ADDR_PER,TIME_ZONE_CD,,VARCHAR2,,,120,,,Y,72,,,0,,,0,1381406,0,2-Jun-24,,CHAR_CS,120,YES,NO,0,30,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ADDR_PER,UTM_EASTING,,VARCHAR2,,,120,,,Y,73,,,0,,,0,1381406,0,2-Jun-24,,CHAR_CS,120,YES,NO,0,30,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ADDR_PER,UTM_NORTHING,,VARCHAR2,,,120,,,Y,74,,,0,,,0,1381406,0,2-Jun-24,,CHAR_CS,120,YES,NO,0,30,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ADDR_PER,VERIFY_STATUS_MSG,,VARCHAR2,,,2000,,,Y,75,,,0,,,0,1381406,0,2-Jun-24,,CHAR_CS,2000,YES,NO,0,500,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ADDR_PER,WORLD_AREA,,VARCHAR2,,,400,,,Y,76,,,0,,,0,1381406,0,2-Jun-24,,CHAR_CS,400,YES,NO,0,100,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ADDR_PER,ZIPCODE,Zipcode details,VARCHAR2,,,120,,,Y,77,,,39420,20204D4C53355233,5A5A,0.000006,10685,254,2-Jun-24,5509,CHAR_CS,120,YES,NO,7,30,C,NO,YES,HYBRID,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ADDR_PER,ZIPCODE_EXT,,VARCHAR2,,,16,,,Y,78,,,333,31,39373233,0.003003003,1380998,1,2-Jun-24,408,CHAR_CS,16,YES,NO,2,4,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ADDR_PER,X_OG_WORKSITE_NAME,,VARCHAR2,,,400,,,Y,79,,,1,632F6F2048616C65204B7570756E612048657269746961676520486F6D65,632F6F2048616C65204B7570756E612048657269746961676520486F6D65,1,1381405,1,2-Jun-24,1,CHAR_CS,400,YES,NO,2,100,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ADDR_PER,X_KIES_GEO_CODE,,VARCHAR2,,,40,,,Y,80,,,9462,2D30323935,776E,0.000105686,1229741,1,2-Jun-24,151665,CHAR_CS,40,YES,NO,2,10,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ADDR_PER,GEO_ACCURACY_CODE,,VARCHAR2,,,40,,,Y,81,,,0,,,0,1381406,0,2-Jun-24,,CHAR_CS,40,YES,NO,0,10,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ADDR_PER,GEO_ACCURACY_MSG,,VARCHAR2,,,1020,,,Y,82,,,0,,,0,1381406,0,2-Jun-24,,CHAR_CS,1020,YES,NO,0,255,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ADDR_PER,GEO_ACCURACY_VAL,,NUMBER,,,22,22,7,Y,83,1,0,1,80,80,1,45861,1,2-Jun-24,1335545,,,YES,NO,2,0,,NO,YES,NONE,NO,NO,,,,
SIEBEL,S_ADDR_PER,NEIGHBORHOOD_NAME,,VARCHAR2,,,200,,,Y,84,,,0,,,0,1381406,0,2-Jun-24,,CHAR_CS,200,YES,NO,0,50,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ADDR_PER,VERIFICATION_CODE,,VARCHAR2,,,120,,,Y,85,,,0,,,0,1381406,0,2-Jun-24,,CHAR_CS,120,YES,NO,0,30,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_BNFT_PGM_ITEM,ROW_ID,Row Id of the record,VARCHAR2,,,60,,,N,1,,,167,3050532D314C3453484D,312D42445257,0.002994012,0,167,2-Jun-24,167,CHAR_CS,60,YES,NO,8,15,C,NO,YES,FREQUENCY,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_BNFT_PGM_ITEM,CREATED,Created Date,DATE,,,7,,,N,2,8,sysdate ,70,77B40101010101,787902140F1F0C,0.014285714,0,1,2-Jun-24,167,,,YES,NO,8,0,,NO,YES,NONE,NO,NO,,,,
SIEBEL,S_BNFT_PGM_ITEM,CREATED_BY,,VARCHAR2,,,60,,,N,3,,,2,302D31,312D44535836,0.5,0,1,2-Jun-24,167,CHAR_CS,60,YES,NO,5,15,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_BNFT_PGM_ITEM,LAST_UPD,Recent Date on which record was updated,DATE,,,7,,,N,4,8,sysdate ,144,77B40101010101,787909150B0421,0.006944444,0,1,2-Jun-24,167,,,YES,NO,8,0,,NO,YES,NONE,NO,NO,,,,
SIEBEL,S_BNFT_PGM_ITEM,LAST_UPD_BY,Login by whom record is updated recently,VARCHAR2,,,60,,,N,5,,,3,302D31,312D555832324C,0.333333333,0,1,2-Jun-24,167,CHAR_CS,60,YES,NO,5,15,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
