DD V2.4.0 - Data Element,,,,,,,,,,,
ACTION CODE,"NEW
 ROW
 NBR",DE NO,DE NO EXTENDED,"DATA 
ELEMENT
 NAME
 COMPUTING","DATA 
ELEMENT
NAME TEXT",DATA ELEMENT LEVEL NECESSITY,DEFINITION,CODING REQUIREMENT,"LAST 
UPDATE
 DATE",FILENAME,"FILE SEGMENT NAME
WITH RECORD ID 
COMPUTING"
C2,5052,PRV081,PRV.005.081,PROV-IDENTIFIER,Provider Identifier ,Not Applicable,Not Applicable,Value must not contain a pipe or asterisk symbol,2/12/2021,PROVIDER,PROV-IDENTIFIERS-PRV00005
C2,5053,PRV081,PRV.005.081,PROV-IDENTIFIER,Provider Identifier ,Not Applicable,Not Applicable,Value must have an associated Provider Identifier Type (PRV.005.077),2/12/2021,PROVIDER,PROV-IDENTIFIERS-PRV00005
A2,5054,PRV081,PRV.005.081,PROV-IDENTIFIER,Provider Identifier ,Not Applicable,Not Applicable,"One record must have a Provider Identifier Type (PRV.005.077) equal to ""1""",2/12/2021,PROVIDER,PROV-IDENTIFIERS-PRV00005
A2,5055,PRV081,PRV.005.081,PROV-IDENTIFIER,Provider Identifier ,Not Applicable,Not Applicable,Value must be 12 characters or less,2/12/2021,PROVIDER,PROV-IDENTIFIERS-PRV00005
A2,5056,PRV082,PRV.005.082,STATE-NOTATION,State Notation ,Optional,A free text field for the submitting state to enter whatever information it chooses.,Value must be 500 characters or less,2/12/2021,PROVIDER,PROV-IDENTIFIERS-PRV00005
C2,5057,PRV082,PRV.005.082,STATE-NOTATION,State Notation ,Not Applicable,Not Applicable,Value must not contain a pipe or asterisk symbols,2/12/2021,PROVIDER,PROV-IDENTIFIERS-PRV00005
X1,5058,PRV082,PRV.005.082,STATE-NOTATION,State Notation ,Not Applicable,Not Applicable,Optional,2/12/2021,PROVIDER,PROV-IDENTIFIERS-PRV00005
D1,5059,PRV083,PRV.005.083,FILLER,Not Applicable,Not Applicable,[No longer essential - Both data element and associated requirement(s); preserved for file submission integrity.  See Data Dictionary v2.3 for specific definition and coding requirement description(s).],Not Applicable,2/12/2021,PROVIDER,PROV-IDENTIFIERS-PRV00005
C2,5060,PRV084,PRV.006.084,RECORD-ID,Record ID ,Mandatory,"The Record Identifier element uniquely identifies each segment in a multi-segment entity record and is primarily used as a ""key"" to maintain referential integrity between data distributed over many segments for a particular entity.",Mandatory,2/12/2021,PROVIDER,PROV-TAXONOMY-CLASSIFICATION-PRV00006
A2,5061,PRV084,PRV.006.084,RECORD-ID,Record ID ,Not Applicable,Not Applicable,"Value must equal ""PRV00006""",2/12/2021,PROVIDER,PROV-TAXONOMY-CLASSIFICATION-PRV00006
C2,5062,PRV085,PRV.006.085,SUBMITTING-STATE,Submitting State ,Mandatory,A code that uniquely identifies the U.S. State or Territory from which T-MSIS system data resources were received.,Value must be in State Code List (VVL),2/12/2021,PROVIDER,PROV-TAXONOMY-CLASSIFICATION-PRV00006
C2,5063,PRV085,PRV.006.085,SUBMITTING-STATE,Submitting State ,Not Applicable,Not Applicable,Value must be 2 characters,2/12/2021,PROVIDER,PROV-TAXONOMY-CLASSIFICATION-PRV00006
X1,5064,PRV085,PRV.006.085,SUBMITTING-STATE,Submitting State ,Not Applicable,Not Applicable,Mandatory,2/12/2021,PROVIDER,PROV-TAXONOMY-CLASSIFICATION-PRV00006
A2,5065,PRV085,PRV.006.085,SUBMITTING-STATE,Submitting State ,Not Applicable,Not Applicable,Value must be the same as Submitting State (PRV.001.007),2/12/2021,PROVIDER,PROV-TAXONOMY-CLASSIFICATION-PRV00006
A2,5066,PRV086,PRV.006.086,RECORD-NUMBER,Record Number ,Mandatory,"A sequential number assigned by the submitter to identify each record segment row in the submission file. The Record Number, in conjunction with the Record Identifier, uniquely identifies a single record within the submission file.",Value must be unique within record segment over all records associated with a given Record ID,2/12/2021,PROVIDER,PROV-TAXONOMY-CLASSIFICATION-PRV00006
C2,5067,PRV086,PRV.006.086,RECORD-NUMBER,Record Number ,Not Applicable,Not Applicable,Value must be greater than or equal to 1,2/12/2021,PROVIDER,PROV-TAXONOMY-CLASSIFICATION-PRV00006
A2,5068,PRV086,PRV.006.086,RECORD-NUMBER,Record Number ,Not Applicable,Not Applicable,Value must be 11 digits or less,2/12/2021,PROVIDER,PROV-TAXONOMY-CLASSIFICATION-PRV00006
X1,5069,PRV086,PRV.006.086,RECORD-NUMBER,Record Number ,Not Applicable,Not Applicable,Mandatory,2/12/2021,PROVIDER,PROV-TAXONOMY-CLASSIFICATION-PRV00006
A2,5070,PRV087,PRV.006.087,SUBMITTING-STATE-PROV-ID,Submitting State Provider ID ,Mandatory,"The State-specific Medicaid Provider Identifier is a state-assigned unique identifier that states should report with all individual providers, practice groups, facilities, and other entities. This should be the identifier that is used in the state's Medicaid Management Information System.",Value must be 30 characters or less,2/12/2021,PROVIDER,PROV-TAXONOMY-CLASSIFICATION-PRV00006
X1,5072,PRV087,PRV.006.087,SUBMITTING-STATE-PROV-ID,Submitting State Provider ID ,Not Applicable,Not Applicable,Mandatory,2/12/2021,PROVIDER,PROV-TAXONOMY-CLASSIFICATION-PRV00006
X1,5073,PRV088,PRV.006.088,PROV-CLASSIFICATION-TYPE,Provider Classification Type ,Mandatory,"A code to identify the schema used in the Provider Classification Code field to categorize providers. See T-MSIS Guidance Document, ""CMS Guidance: Best Practice for Reporting Provider Classification Type and Provider Classification Code in the T-MSIS Provider File"" 
https://www.medicaid.gov/medicaid/data-and-systems/macbis/tmsis/tmsis-blog/entry/47562
A provider may be reported with multiple active record segments with the same Provider Classification Type if different Provider Classification Code values apply.",Value must be in Provider Classification Type List (VVL),2/12/2021,PROVIDER,PROV-TAXONOMY-CLASSIFICATION-PRV00006
A2,5074,PRV088,PRV.006.088,PROV-CLASSIFICATION-TYPE,Provider Classification Type ,Not Applicable,Not Applicable,Value must be 1 character,2/12/2021,PROVIDER,PROV-TAXONOMY-CLASSIFICATION-PRV00006
X1,5075,PRV088,PRV.006.088,PROV-CLASSIFICATION-TYPE,Provider Classification Type ,Not Applicable,Not Applicable,Mandatory,2/12/2021,PROVIDER,PROV-TAXONOMY-CLASSIFICATION-PRV00006
A2,5076,PRV089,PRV.006.089,PROV-CLASSIFICATION-CODE,Provider Classification Code ,Mandatory,The code values from the categorization schema identified in the Provider Classification Type data element. Note: States should apply these classification schemas consistently across all providers.,"If associated Provider Classification Type equals 1, value must be in Provider Taxonomy List (VVL)",2/12/2021,PROVIDER,PROV-TAXONOMY-CLASSIFICATION-PRV00006
A2,5077,PRV089,PRV.006.089,PROV-CLASSIFICATION-CODE,Provider Classification Code ,Not Applicable,Not Applicable,"If associated Provider Classification Type equals 2, value must be in Provider Specialty Code List (VVL)",2/12/2021,PROVIDER,PROV-TAXONOMY-CLASSIFICATION-PRV00006
A2,5078,PRV089,PRV.006.089,PROV-CLASSIFICATION-CODE,Provider Classification Code ,Not Applicable,Not Applicable,"If associated Provider Classification Type equals 3, value must be in Provider Type Code List (VVL)",2/12/2021,PROVIDER,PROV-TAXONOMY-CLASSIFICATION-PRV00006
A2,5079,PRV089,PRV.006.089,PROV-CLASSIFICATION-CODE,Provider Classification Code ,Not Applicable,Not Applicable,"If associated Provider Classification Type equals 4, value must be in Provider Authorized Category of Service Code List (VVL)",2/12/2021,PROVIDER,PROV-TAXONOMY-CLASSIFICATION-PRV00006
A2,5080,PRV089,PRV.006.089,PROV-CLASSIFICATION-CODE,Provider Classification Code ,Not Applicable,Not Applicable,Value must be 20 characters or less,2/12/2021,PROVIDER,PROV-TAXONOMY-CLASSIFICATION-PRV00006
X1,5081,PRV089,PRV.006.089,PROV-CLASSIFICATION-CODE,Provider Classification Code ,Not Applicable,Not Applicable,Mandatory,2/12/2021,PROVIDER,PROV-TAXONOMY-CLASSIFICATION-PRV00006
C2,5082,PRV090,PRV.006.090,PROV-TAXONOMY-CLASSIFICATION-EFF-DATE,Provider Taxonomy Classification Effective Date ,Mandatory,The first calendar day on which all of the other data elements in the same segment were effective.,"Value must be 8 characters in the form ""CCYYMMDD""",2/12/2021,PROVIDER,PROV-TAXONOMY-CLASSIFICATION-PRV00006
C2,5083,PRV090,PRV.006.090,PROV-TAXONOMY-CLASSIFICATION-EFF-DATE,Provider Taxonomy Classification Effective Date ,Not Applicable,Not Applicable,"The date must be a valid calendar date (i.e. Feb 29th only on the leap year,  never April 31st or Sept 31st)",2/12/2021,PROVIDER,PROV-TAXONOMY-CLASSIFICATION-PRV00006
C2,5084,PRV090,PRV.006.090,PROV-TAXONOMY-CLASSIFICATION-EFF-DATE,Provider Taxonomy Classification Effective Date ,Not Applicable,Not Applicable,Value must be before or the same as the associated Segment End Date value,2/12/2021,PROVIDER,PROV-TAXONOMY-CLASSIFICATION-PRV00006
X1,5085,PRV090,PRV.006.090,PROV-TAXONOMY-CLASSIFICATION-EFF-DATE,Provider Taxonomy Classification Effective Date ,Not Applicable,Not Applicable,Mandatory,2/12/2021,PROVIDER,PROV-TAXONOMY-CLASSIFICATION-PRV00006
C2,5086,PRV090,PRV.006.090,PROV-TAXONOMY-CLASSIFICATION-EFF-DATE,Provider Taxonomy Classification Effective Date ,Not Applicable,Not Applicable,"Value of the CC component must be in ['18', '19', '20']",2/12/2021,PROVIDER,PROV-TAXONOMY-CLASSIFICATION-PRV00006
C2,5087,PRV091,PRV.006.091,PROV-TAXONOMY-CLASSIFICATION-END-DATE,Provider Taxonomy Classification End Date ,Mandatory,The last calendar day on which all of the other data elements in the same segment were effective.,"Value must be 8 characters in the form ""CCYYMMDD""",2/12/2021,PROVIDER,PROV-TAXONOMY-CLASSIFICATION-PRV00006
C2,5088,PRV091,PRV.006.091,PROV-TAXONOMY-CLASSIFICATION-END-DATE,Provider Taxonomy Classification End Date ,Not Applicable,Not Applicable,"The date must be a valid calendar date (i.e. Feb 29th only on the leap year,  never April 31st or Sept 31st)",2/12/2021,PROVIDER,PROV-TAXONOMY-CLASSIFICATION-PRV00006
C2,5089,PRV091,PRV.006.091,PROV-TAXONOMY-CLASSIFICATION-END-DATE,Provider Taxonomy Classification End Date ,Not Applicable,Not Applicable,Value must be greater than or equal to associated Segment Effective Date value,2/12/2021,PROVIDER,PROV-TAXONOMY-CLASSIFICATION-PRV00006
X1,5090,PRV091,PRV.006.091,PROV-TAXONOMY-CLASSIFICATION-END-DATE,Provider Taxonomy Classification End Date ,Not Applicable,Not Applicable,Mandatory,2/12/2021,PROVIDER,PROV-TAXONOMY-CLASSIFICATION-PRV00006
C2,5091,PRV091,PRV.006.091,PROV-TAXONOMY-CLASSIFICATION-END-DATE,Provider Taxonomy Classification End Date ,Not Applicable,Not Applicable,"Value of the CC component must be in ['18', '19', '20', '99']",2/12/2021,PROVIDER,PROV-TAXONOMY-CLASSIFICATION-PRV00006
A2,5092,PRV092,PRV.006.092,STATE-NOTATION,State Notation ,Optional,A free text field for the submitting state to enter whatever information it chooses.,Value must be 500 characters or less,2/12/2021,PROVIDER,PROV-TAXONOMY-CLASSIFICATION-PRV00006
C2,5093,PRV092,PRV.006.092,STATE-NOTATION,State Notation ,Not Applicable,Not Applicable,Value must not contain a pipe or asterisk symbols,2/12/2021,PROVIDER,PROV-TAXONOMY-CLASSIFICATION-PRV00006
X1,5094,PRV092,PRV.006.092,STATE-NOTATION,State Notation ,Not Applicable,Not Applicable,Optional,2/12/2021,PROVIDER,PROV-TAXONOMY-CLASSIFICATION-PRV00006
D1,5095,PRV093,PRV.006.093,FILLER,Not Applicable,Not Applicable,[No longer essential - Both data element and associated requirement(s); preserved for file submission integrity.  See Data Dictionary v2.3 for specific definition and coding requirement description(s).],Not Applicable,2/12/2021,PROVIDER,PROV-TAXONOMY-CLASSIFICATION-PRV00006
C2,5096,PRV094,PRV.007.094,RECORD-ID,Record ID ,Mandatory,"The Record Identifier element uniquely identifies each segment in a multi-segment entity record and is primarily used as a ""key"" to maintain referential integrity between data distributed over many segments for a particular entity.",Mandatory,2/12/2021,PROVIDER,PROV-MEDICAID-ENROLLMENT-PRV00007
A2,5097,PRV094,PRV.007.094,RECORD-ID,Record ID ,Not Applicable,Not Applicable,"Value must equal ""PRV00007""",2/12/2021,PROVIDER,PROV-MEDICAID-ENROLLMENT-PRV00007
C2,5098,PRV095,PRV.007.095,SUBMITTING-STATE,Submitting State ,Mandatory,A code that uniquely identifies the U.S. State or Territory from which T-MSIS system data resources were received.,Value must be in State Code List (VVL),2/12/2021,PROVIDER,PROV-MEDICAID-ENROLLMENT-PRV00007
C2,5099,PRV095,PRV.007.095,SUBMITTING-STATE,Submitting State ,Not Applicable,Not Applicable,Value must be 2 characters,2/12/2021,PROVIDER,PROV-MEDICAID-ENROLLMENT-PRV00007
X1,5100,PRV095,PRV.007.095,SUBMITTING-STATE,Submitting State ,Not Applicable,Not Applicable,Mandatory,2/12/2021,PROVIDER,PROV-MEDICAID-ENROLLMENT-PRV00007
A2,5101,PRV095,PRV.007.095,SUBMITTING-STATE,Submitting State ,Not Applicable,Not Applicable,Value must be the same as Submitting State (PRV.001.007),2/12/2021,PROVIDER,PROV-MEDICAID-ENROLLMENT-PRV00007
A2,5102,PRV096,PRV.007.096,RECORD-NUMBER,Record Number ,Mandatory,"A sequential number assigned by the submitter to identify each record segment row in the submission file. The Record Number, in conjunction with the Record Identifier, uniquely identifies a single record within the submission file.",Value must be unique within record segment over all records associated with a given Record ID,2/12/2021,PROVIDER,PROV-MEDICAID-ENROLLMENT-PRV00007
C2,5103,PRV096,PRV.007.096,RECORD-NUMBER,Record Number ,Not Applicable,Not Applicable,Value must be greater than or equal to 1,2/12/2021,PROVIDER,PROV-MEDICAID-ENROLLMENT-PRV00007
A2,5104,PRV096,PRV.007.096,RECORD-NUMBER,Record Number ,Not Applicable,Not Applicable,Value must be 11 digits or less,2/12/2021,PROVIDER,PROV-MEDICAID-ENROLLMENT-PRV00007
X1,5105,PRV096,PRV.007.096,RECORD-NUMBER,Record Number ,Not Applicable,Not Applicable,Mandatory,2/12/2021,PROVIDER,PROV-MEDICAID-ENROLLMENT-PRV00007
A2,5106,PRV097,PRV.007.097,SUBMITTING-STATE-PROV-ID,Submitting State Provider ID ,Mandatory,"The State-specific Medicaid Provider Identifier is a state-assigned unique identifier that states should report with all individual providers, practice groups, facilities, and other entities. This should be the identifier that is used in the state's Medicaid Management Information System.",Value must be 30 characters or less,2/12/2021,PROVIDER,PROV-MEDICAID-ENROLLMENT-PRV00007
C2,5108,PRV097,PRV.007.097,SUBMITTING-STATE-PROV-ID,Submitting State Provider ID ,Not Applicable,Not Applicable,Mandatory,2/12/2021,PROVIDER,PROV-MEDICAID-ENROLLMENT-PRV00007
C2,5109,PRV098,PRV.007.098,PROV-MEDICAID-EFF-DATE,Provider Medicaid Effective Date ,Mandatory,The first calendar day on which all of the other data elements in the same segment were effective.,"Value must be 8 characters in the form ""CCYYMMDD""",2/12/2021,PROVIDER,PROV-MEDICAID-ENROLLMENT-PRV00007
C2,5110,PRV098,PRV.007.098,PROV-MEDICAID-EFF-DATE,Provider Medicaid Effective Date ,Not Applicable,Not Applicable,"The date must be a valid calendar date (i.e. Feb 29th only on the leap year,  never April 31st or Sept 31st)",2/12/2021,PROVIDER,PROV-MEDICAID-ENROLLMENT-PRV00007
C2,5111,PRV098,PRV.007.098,PROV-MEDICAID-EFF-DATE,Provider Medicaid Effective Date ,Not Applicable,Not Applicable,Value must be before or the same as the associated Segment End Date value,2/12/2021,PROVIDER,PROV-MEDICAID-ENROLLMENT-PRV00007
X1,5112,PRV098,PRV.007.098,PROV-MEDICAID-EFF-DATE,Provider Medicaid Effective Date ,Not Applicable,Not Applicable,Mandatory,2/12/2021,PROVIDER,PROV-MEDICAID-ENROLLMENT-PRV00007
C2,5113,PRV098,PRV.007.098,PROV-MEDICAID-EFF-DATE,Provider Medicaid Effective Date ,Not Applicable,Not Applicable,"Value of the CC component must be in ['18', '19', '20']",2/12/2021,PROVIDER,PROV-MEDICAID-ENROLLMENT-PRV00007
C2,5114,PRV099,PRV.007.099,PROV-MEDICAID-END-DATE,Provider Medicaid End Date ,Mandatory,The last calendar day on which all of the other data elements in the same segment were effective.,"Value must be 8 characters in the form ""CCYYMMDD""",2/12/2021,PROVIDER,PROV-MEDICAID-ENROLLMENT-PRV00007
C2,5115,PRV099,PRV.007.099,PROV-MEDICAID-END-DATE,Provider Medicaid End Date ,Not Applicable,Not Applicable,"The date must be a valid calendar date (i.e. Feb 29th only on the leap year,  never April 31st or Sept 31st)",2/12/2021,PROVIDER,PROV-MEDICAID-ENROLLMENT-PRV00007
C2,5116,PRV099,PRV.007.099,PROV-MEDICAID-END-DATE,Provider Medicaid End Date ,Not Applicable,Not Applicable,Value must be greater than or equal to associated Segment Effective Date value,2/12/2021,PROVIDER,PROV-MEDICAID-ENROLLMENT-PRV00007
X1,5117,PRV099,PRV.007.099,PROV-MEDICAID-END-DATE,Provider Medicaid End Date ,Not Applicable,Not Applicable,Mandatory,2/12/2021,PROVIDER,PROV-MEDICAID-ENROLLMENT-PRV00007
C2,5118,PRV099,PRV.007.099,PROV-MEDICAID-END-DATE,Provider Medicaid End Date ,Not Applicable,Not Applicable,"Value of the CC component must be in ['18', '19', '20', '99']",2/12/2021,PROVIDER,PROV-MEDICAID-ENROLLMENT-PRV00007
X1,5119,PRV100,PRV.007.100,PROV-MEDICAID-ENROLLMENT-STATUS-CODE,Provider Medicaid Enrollment Status Code ,Mandatory,"A code representing the provider's Medicaid and/or CHIP enrollment status for the time span specified by the PROV-MEDICAID-EFF-DATE and PROV-MEDICAID-END-DATE data elements. Note: The STATE-PLAN-ENROLLMENT data element identifies whether the provider is enrolled in 
Medicaid, CHIP, or both.",Value must be in Provider Medicaid Enrollment Status Code List (VVL),2/12/2021,PROVIDER,PROV-MEDICAID-ENROLLMENT-PRV00007
A2,5120,PRV100,PRV.007.100,PROV-MEDICAID-ENROLLMENT-STATUS-CODE,Provider Medicaid Enrollment Status Code ,Not Applicable,Not Applicable,Value must be 2 characters,2/12/2021,PROVIDER,PROV-MEDICAID-ENROLLMENT-PRV00007
X1,5121,PRV100,PRV.007.100,PROV-MEDICAID-ENROLLMENT-STATUS-CODE,Provider Medicaid Enrollment Status Code ,Not Applicable,Not Applicable,Mandatory,2/12/2021,PROVIDER,PROV-MEDICAID-ENROLLMENT-PRV00007
X1,5122,PRV101,PRV.007.101,STATE-PLAN-ENROLLMENT,State Plan Enrollment ,Mandatory,The state plan with which a provider has an affiliation and is able to provide services to the state's fee for service enrollees.,Value must be in State Plan Enrollment List (VVL),2/12/2021,PROVIDER,PROV-MEDICAID-ENROLLMENT-PRV00007
A2,5123,PRV101,PRV.007.101,STATE-PLAN-ENROLLMENT,State Plan Enrollment ,Not Applicable,Not Applicable,Value must be 1 character,2/12/2021,PROVIDER,PROV-MEDICAID-ENROLLMENT-PRV00007
X1,5124,PRV101,PRV.007.101,STATE-PLAN-ENROLLMENT,State Plan Enrollment ,Not Applicable,Not Applicable,Mandatory,2/12/2021,PROVIDER,PROV-MEDICAID-ENROLLMENT-PRV00007
X1,5125,PRV102,PRV.007.102,PROV-ENROLLMENT-METHOD,Provider Enrollment Method ,Mandatory,Process by which a provider was enrolled in Medicaid or CHIP.,Value must be in Provider Enrollment Method List (VVL),2/12/2021,PROVIDER,PROV-MEDICAID-ENROLLMENT-PRV00007
A2,5126,PRV102,PRV.007.102,PROV-ENROLLMENT-METHOD,Provider Enrollment Method ,Not Applicable,Not Applicable,Value must be 1 character,2/12/2021,PROVIDER,PROV-MEDICAID-ENROLLMENT-PRV00007
X1,5127,PRV102,PRV.007.102,PROV-ENROLLMENT-METHOD,Provider Enrollment Method ,Not Applicable,Not Applicable,Mandatory,2/12/2021,PROVIDER,PROV-MEDICAID-ENROLLMENT-PRV00007
C2,5128,PRV103,PRV.007.103,APPL-DATE,Application Date ,Mandatory,The date on which the provider applied for enrollment into the State's Medicaid and/or CHIP program.,"Value must be 8 characters in the form ""CCYYMMDD""",2/12/2021,PROVIDER,PROV-MEDICAID-ENROLLMENT-PRV00007
C2,5129,PRV103,PRV.007.103,APPL-DATE,Application Date ,Not Applicable,Not Applicable,"The date must be a valid calendar date (i.e. Feb 29th only on the leap year,  never April 31st or Sept 31st)",2/12/2021,PROVIDER,PROV-MEDICAID-ENROLLMENT-PRV00007
C2,5130,PRV103,PRV.007.103,APPL-DATE,Application Date ,Not Applicable,Not Applicable,Value must not be earlier than associated Provider Medicaid Effective Date (PRV.007.098) value,2/12/2021,PROVIDER,PROV-MEDICAID-ENROLLMENT-PRV00007
X1,5131,PRV103,PRV.007.103,APPL-DATE,Application Date ,Not Applicable,Not Applicable,Mandatory,2/12/2021,PROVIDER,PROV-MEDICAID-ENROLLMENT-PRV00007
A2,5132,PRV104,PRV.007.104,STATE-NOTATION,State Notation ,Optional,A free text field for the submitting state to enter whatever information it chooses.,Value must be 500 characters or less,2/12/2021,PROVIDER,PROV-MEDICAID-ENROLLMENT-PRV00007
C2,5133,PRV104,PRV.007.104,STATE-NOTATION,State Notation ,Not Applicable,Not Applicable,Value must not contain a pipe or asterisk symbols,2/12/2021,PROVIDER,PROV-MEDICAID-ENROLLMENT-PRV00007
X1,5134,PRV104,PRV.007.104,STATE-NOTATION,State Notation ,Not Applicable,Not Applicable,Optional,2/12/2021,PROVIDER,PROV-MEDICAID-ENROLLMENT-PRV00007
D1,5135,PRV105,PRV.007.105,FILLER,Not Applicable,Not Applicable,[No longer essential - Both data element and associated requirement(s); preserved for file submission integrity.  See Data Dictionary v2.3 for specific definition and coding requirement description(s).],Not Applicable,2/12/2021,PROVIDER,PROV-MEDICAID-ENROLLMENT-PRV00007
C2,5136,PRV106,PRV.008.106,RECORD-ID,Record ID ,Mandatory,"The Record Identifier element uniquely identifies each segment in a multi-segment entity record and is primarily used as a ""key"" to maintain referential integrity between data distributed over many segments for a particular entity.",Mandatory,2/12/2021,PROVIDER,PROV-AFFILIATED-GROUPS-PRV00008
A2,5137,PRV106,PRV.008.106,RECORD-ID,Record ID ,Not Applicable,Not Applicable,"Value must equal ""PRV00008""",2/12/2021,PROVIDER,PROV-AFFILIATED-GROUPS-PRV00008
C2,5138,PRV107,PRV.008.107,SUBMITTING-STATE,Submitting State ,Mandatory,A code that uniquely identifies the U.S. State or Territory from which T-MSIS system data resources were received.,Value must be in State Code List (VVL),2/12/2021,PROVIDER,PROV-AFFILIATED-GROUPS-PRV00008
C2,5139,PRV107,PRV.008.107,SUBMITTING-STATE,Submitting State ,Not Applicable,Not Applicable,Value must be 2 characters,2/12/2021,PROVIDER,PROV-AFFILIATED-GROUPS-PRV00008
X1,5140,PRV107,PRV.008.107,SUBMITTING-STATE,Submitting State ,Not Applicable,Not Applicable,Mandatory,2/12/2021,PROVIDER,PROV-AFFILIATED-GROUPS-PRV00008
A2,5141,PRV107,PRV.008.107,SUBMITTING-STATE,Submitting State ,Not Applicable,Not Applicable,Value must be the same as Submitting State (PRV.001.007),2/12/2021,PROVIDER,PROV-AFFILIATED-GROUPS-PRV00008
A2,5142,PRV108,PRV.008.108,RECORD-NUMBER,Record Number ,Mandatory,"A sequential number assigned by the submitter to identify each record segment row in the submission file. The Record Number, in conjunction with the Record Identifier, uniquely identifies a single record within the submission file.",Value must be unique within record segment over all records associated with a given Record ID,2/12/2021,PROVIDER,PROV-AFFILIATED-GROUPS-PRV00008
C2,5143,PRV108,PRV.008.108,RECORD-NUMBER,Record Number ,Not Applicable,Not Applicable,Value must be greater than or equal to 1,2/12/2021,PROVIDER,PROV-AFFILIATED-GROUPS-PRV00008
A2,5144,PRV108,PRV.008.108,RECORD-NUMBER,Record Number ,Not Applicable,Not Applicable,Value must be 11 digits or less,2/12/2021,PROVIDER,PROV-AFFILIATED-GROUPS-PRV00008
X1,5145,PRV108,PRV.008.108,RECORD-NUMBER,Record Number ,Not Applicable,Not Applicable,Mandatory,2/12/2021,PROVIDER,PROV-AFFILIATED-GROUPS-PRV00008
A2,5146,PRV109,PRV.008.109,SUBMITTING-STATE-PROV-ID,Submitting State Provider ID ,Mandatory,"The State-specific Medicaid Provider Identifier is a state-assigned unique identifier that states should report with all individual providers, practice groups, facilities, and other entities. This should be the identifier that is used in the state's Medicaid Management Information System.",Value must be 30 characters or less,2/12/2021,PROVIDER,PROV-AFFILIATED-GROUPS-PRV00008
X1,5148,PRV109,PRV.008.109,SUBMITTING-STATE-PROV-ID,Submitting State Provider ID ,Not Applicable,Not Applicable,Mandatory,2/12/2021,PROVIDER,PROV-AFFILIATED-GROUPS-PRV00008
C2,5149,PRV110,PRV.008.110,SUBMITTING-STATE-PROV-ID-OF-AFFILIATED-ENTITY,Submitting State Provider ID of Affiliated Entity ,Mandatory,"The unique, state-assigned identification number for the group or subpart with which the individual or subpart is associated. (The submitting state's unique identifier for the group. (Note: The group will also be in the provider data set as a provider (i.e., the group-as-a-provider).",Value must not contain a pipe symbol,2/12/2021,PROVIDER,PROV-AFFILIATED-GROUPS-PRV00008
A2,5150,PRV110,PRV.008.110,SUBMITTING-STATE-PROV-ID-OF-AFFILIATED-ENTITY,Submitting State Provider ID of Affiliated Entity ,Not Applicable,Not Applicable,Value must be 12 characters or less,2/12/2021,PROVIDER,PROV-AFFILIATED-GROUPS-PRV00008
C1,5151,PRV110,PRV.008.110,SUBMITTING-STATE-PROV-ID-OF-AFFILIATED-ENTITY,Submitting State Provider ID of Affiliated Entity ,Not Applicable,Not Applicable,Mandatory,2/12/2021,PROVIDER,PROV-AFFILIATED-GROUPS-PRV00008
C2,5152,PRV111,PRV.008.111,PROV-AFFILIATED-GROUP-EFF-DATE,Provider Affiliated Group Effective Date ,Mandatory,The first calendar day on which all of the other data elements in the same segment were effective.,"Value must be 8 characters in the form ""CCYYMMDD""",2/12/2021,PROVIDER,PROV-AFFILIATED-GROUPS-PRV00008
C2,5153,PRV111,PRV.008.111,PROV-AFFILIATED-GROUP-EFF-DATE,Provider Affiliated Group Effective Date ,Not Applicable,Not Applicable,"The date must be a valid calendar date (i.e. Feb 29th only on the leap year,  never April 31st or Sept 31st)",2/12/2021,PROVIDER,PROV-AFFILIATED-GROUPS-PRV00008
C2,5154,PRV111,PRV.008.111,PROV-AFFILIATED-GROUP-EFF-DATE,Provider Affiliated Group Effective Date ,Not Applicable,Not Applicable,Value must be before or the same as the associated Segment End Date value,2/12/2021,PROVIDER,PROV-AFFILIATED-GROUPS-PRV00008
X1,5155,PRV111,PRV.008.111,PROV-AFFILIATED-GROUP-EFF-DATE,Provider Affiliated Group Effective Date ,Not Applicable,Not Applicable,Mandatory,2/12/2021,PROVIDER,PROV-AFFILIATED-GROUPS-PRV00008
C2,5156,PRV111,PRV.008.111,PROV-AFFILIATED-GROUP-EFF-DATE,Provider Affiliated Group Effective Date ,Not Applicable,Not Applicable,"Value of the CC component must be in ['18', '19', '20']",2/12/2021,PROVIDER,PROV-AFFILIATED-GROUPS-PRV00008
C2,5157,PRV112,PRV.008.112,PROV-AFFILIATED-GROUP-END-DATE,Provider Affiliated Group End Date ,Mandatory,The last calendar day on which all of the other data elements in the same segment were effective.,"Value must be 8 characters in the form ""CCYYMMDD""",2/12/2021,PROVIDER,PROV-AFFILIATED-GROUPS-PRV00008
C2,5158,PRV112,PRV.008.112,PROV-AFFILIATED-GROUP-END-DATE,Provider Affiliated Group End Date ,Not Applicable,Not Applicable,"The date must be a valid calendar date (i.e. Feb 29th only on the leap year,  never April 31st or Sept 31st)",2/12/2021,PROVIDER,PROV-AFFILIATED-GROUPS-PRV00008
C2,5159,PRV112,PRV.008.112,PROV-AFFILIATED-GROUP-END-DATE,Provider Affiliated Group End Date ,Not Applicable,Not Applicable,Value must be greater than or equal to associated Segment Effective Date value,2/12/2021,PROVIDER,PROV-AFFILIATED-GROUPS-PRV00008
