Source,Source File,Table Name,Column Name,Column Alias (Common Name),Column Comment (Description),Data Type,Data Format,Is Nullable,Is Primary Key,Is Foreign Key,Foreign Key Table,History,Is PII,Start Position,End Position,Max length,Symmetry Indicator,Percision,Comment,Valid Values,Logic,Column Order,Gap,Findings,Linage Source System,Linage State Table Mapping,Lineage State Field Mapping 
EVV,EVV,T_EVV_CLIENT_AUTH,CLIENTID,,Assigned client identifier. Note that this value may be used as the client identifier for telephony and MVV when Client ID entry is applicable. This value uniquely identifies the client in the Sandata system.,nvarchar,,,,,,,,,,10,,,,Live Data Transmitted,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_CLIENT_DESIGNEE,CLIENTID,,Assigned client identifier. Note that this value may be used as the client identifier for telephony and MVV when Client ID entry is applicable. This value uniquely identifies the client in the Sandata system.,nvarchar,,,,,,,,,,10,,,,Live Data Transmitted,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_CLIENT_GENERAL,CLIENTID,,Assigned client identifier. Note that this value may be used as the client identifier for telephony and MVV when Client ID entry is applicable. This value uniquely identifies the client in the Sandata system.,nvarchar,,,,,,,,,,10,,,,Live Data Transmitted,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_CLIENT_PHONE,CLIENTID,,Assigned client identifier. Note that this value may be used as the client identifier for telephony and MVV when Client ID entry is applicable. This value uniquely identifies the client in the Sandata system.,nvarchar,,,,,,,,,,10,,,,Live Data Transmitted,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_CLIENT_SCHEDULE,CLIENTID,,Assigned client identifier. Note that this value may be used as the client identifier for telephony and MVV when Client ID entry is applicable. This value uniquely identifies the client in the Sandata system.,nvarchar,,,,,,,,,,10,,,,Live Data Transmitted,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_CLIENT_ADDR,CLIENTID,,Unique client identifier in EVV within each account,nvarchar,,,,,,,,,,10,,,,Live Data Transmitted,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_VISIT_GENERAL,CLIENTID,,Unique client identifier in EVV within each account,nvarchar,,,,,,,,,,10,,,,Live Data Transmitted,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_KPI_3 ,CLIENTID , ,Unique client identifier in EVV within each account,nvarchar,,,,,,,,,,10 ,,,,,,,,,,,
EVV,EVV,T_EVV_SPEC_USE_KPI ,CLIENTID , ,Unique client identifier in EVV within each account,nvarchar,,,,,,,,,,10 ,,,,,,,,,,,
EVV,EVV,T_EVV_VISIT_CALLS,CLIENTIDENTIFIERONCALL,,Client ID entered or selected on Sandata EVV Event. This value is not validated – it is based on the worker’s entry during the call.,nvarchar,,,,,,,,,,10,,,,"741508, ......",,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_CLIENT_GENERAL,CLIENTLANGUAGE,,Language spoken by the client,nvarchar,,,,,,,,,,32,,,,See Appendix 4 Languages ,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_CLIENT_GENERAL,CLIENTLASTNAME,,Last name of the client ,nvarchar,,,,,,,,,,30,,,,Live Data Transmitted,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_CLIENT_GENERAL,CLIENTMARTIALSTATUS,,Marital status of the client,nvarchar,,,,,,,,,,1,,,,"M, S, W, O ",,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_CLIENT_GENERAL,CLIENTMEDICAIDID,,Unique ID provided by the State Medicaid program to the client.,nvarchar,RULES: Client Medicaid ID. Must be 10 digits; including leading zeros. HAWAII ID.,,,,,,,,,64,,,,Live Data Transmitted,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_VISIT_CLAIMST,CLIENTMEDICAIDID,,Unique ID provided by the State Medicaid program to the client.,nvarchar,"##########
RULES: Client Medicaid ID. Must be 10 digits; including leading zeros. HAWAII ID.",,,,,,,,,64,,,,Live Data Transmitted,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_CLIENT_GENERAL,CLIENTMEDICALRECORDNUM,,"Client’s medical record number, if applicable.",nvarchar,RULES: Client Medicaid ID. Must be 10 digits; including leading zeros. HAWAII ID.,,,,,,,,,12,,,,N/A,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_CLIENT_GENERAL,CLIENTMIDDLEINITIAL,,Middle initial of the client ,nvarchar,,,,,,,,,,1,,,,Live Data Transmitted,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_CLIENT_GENERAL,CLIENTOTHERID,,Additional client user-defined identifier. Commonly used to store client’s ID from another system. This value is used to match the client to an existing record during import.,nvarchar,RULES: Client Medicaid ID. Must be 10 digits; including leading zeros. HAWAII ID.,,,,,,,,,24,,,,Live Data Transmitted,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_CLIENT_AUTH,CLIENTPAYERID,,Unique Client ID for the Payer if different from the Client’s Medicaid ID.,nvarchar,"##########
RULES: Client Medicaid ID. Must be 10 digits; including leading zeros. HAWAII ID.",,,,,,,,,20,,,,N/A,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_CLIENT_PHONE,CLIENTPHONE,,Client phone number.,nvarchar,##########,,,,,,,,,10,,,"8082355676,....",Live Data Transmitted,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_CLIENT_PHONE,CLIENTPHONETYPE,,"Values: Home, Mobile, Business and Other. Note that multiple of the same type can be provided.",nvarchar,,,,,,,,,,12,,,,"BUSINESS, OTHER, WORK, MOBILE, HOME",,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_CLIENT_GENERAL,CLIENTPRIORITY,,Indicates client priority,nvarchar,,,,,,,,,,2,,,,Live Data Transmitted,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_VISIT_GENERAL,CLIENTSIGNATUREAVAILABLE,,The actual signature will not be transferred. The originating system will be considered the system of record.,nvarchar,,,,,,,,,,5,,,,"True, False",,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_CLIENT_GENERAL,CLIENTSSN,,Social Security number assigned to the client,nvarchar,#########,,,,,,,,,9,,,123456789,Live Data Transmitted,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_CLIENT_AUTH,CLIENTSTARTOFCAREDATE,,Start of Care Date.,date,YYYY-MM-DD,,,,,,,,,,,,"JAN 7, 2013",Live Data Transmitted,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_CLIENT_ADDR,CLIENTSTATE,,State corresponding to the address where the client resides/receives services,nvarchar,2 char standard US state abbreviation.,,,,,,,,,2,,,,HI,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_CLIENT_AUTH,CLIENTSTATUS,,The client’s current status. ,nvarchar,,,,,,,,,,2,,,,"01 - Pending, 02 - Hold, 03 - Active, 04 - Inactive",,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_CLIENT_AUTH,CLIENTSTATUSDATE,,"The date of the last status change. If not provided, current date will be assumed. Entered by Payer.",date,YYYY-MM-DD,,,,,,,,,,,,"JAN 7, 2013",Live Data Transmitted,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_CLIENT_GENERAL,CLIENTSUFFIX,,"Client Suffix (e.g. Sr, Jr, III, IV, V (no special characters)).",nvarchar,,,,,,,,,,4,,,,Live Data Transmitted,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_CLIENT_GENERAL,CLIENTTIMEZONE,,Time zone of the client,nvarchar,,,,,,,,,,64,,,,See Appendix 3 Time zones,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_VISIT_GENERAL,CLIENTVERIFIEDSERVICE,,Indicates whether the client verified the service,nvarchar,,,,,,,,,,5,,,,"True, False",,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_VISIT_GENERAL,CLIENTVERIFIEDTASKS,,Indicates whether the client verified the tasks ,nvarchar,,,,,,,,,,5,,,,"True, False",,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_VISIT_GENERAL,CLIENTVERIFIEDTIMES,,Indicates whether the client verified the time of the service,nvarchar,,,,,,,,,,5,,,,"True, False",,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_VISIT_GENERAL,CLIENTVOICERECORDING,,The actual voice recording will not be transferred. The originating system will be considered the system of record.,nvarchar,,,,,,,,,,5,,,,"True, False",,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_VISIT_GENERAL,CLIENTVOICEVERIFICATION,,"If voice verification is in use, did the client’s voice recording match the enrollment information.",nvarchar,,,,,,,,,,5,,,,"True, False",,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_CLIENT_ADDR,CLIENTZIP,,Zip Code corresponding to the address where the client resides/receives services,nvarchar,#########,,,,,,,,,9,,,,Live Data Transmitted,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_KPI_1_2 ,CLM_HP_ID ,,Claim Health Plan ID,nvarchar,,,,,,,,,,6 ,,,,,,,,,,,
EVV,EVV,T_EVV_CLIENT_SCHEDULE,CLUSTERCASEFLAG,,Cluster case indicator. This is special use.,nvarchar,,,,,,,,,,5,,,,"True, False",,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_CLIENT_SCHEDULE,CONTINGENCYPLAN,,"Indicator of member’s contingency
plan selected by member. Valid
values include (CODE should be sent
only):
CODE- Description
CP01 - Reschedule within 2 Hours
CP02 - Reschedule within 24 Hours
CP03 - Reschedule within 48 Hours
CP04 - Next Scheduled Visit
CP05 - Non-Paid Caregiver",nvarchar,,,,,,,,,,60,,,,"CP01, CP02, CP03, CP04, CP05",,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_CLIENT_GENERAL,COORDINATOR,,The identified assigned to the Client which associates the client to their Coordinators for an employee.,nvarchar,,,,,,,,,,25,,,,Live Data Transmitted,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_KPI_1_2 ,COUNT ,,,numeric,,,,,,,,,,10,,0,,,,,,,,,
EVV,EVV,T_EVV_PROVIDER_GENERAL,COUNTY,,County of the provider,nvarchar,,,,,,,,,,30,,,,Live Data Transmitted,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_KPI_1_2 ,CRN ,,Claim Reference Number,nvarchar,,,,,,,,,,15 ,,,,,,,,,,,
EVV,EVV,T_EVV_VISIT_GENERAL,CURESREQUIRED,,Indicates that service provided requires EVV.,nvarchar,,,,,,,,,,5,,,,Live Data Transmitted,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,EVV_CMS_EVIDENCE_EXAMPLE,DATE_OF_SERVICE,,The date the client was provided service,date,,,,,,,,,,,,,,Live Data Transmitted,,,Y,"No specific ""Description"" information found in documentation, inferred from similar information in Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf

08/03/2023 - This table was used by AHCCCS for internal testing before and during the creation of the EVV KPI process. 
Not sure if this data is useful for HAP business.  If not required, we can remove from our weekly extract.  Please let us know. ",,,
EVV,EVV,T_EVV_EMP_GENERAL,DEPARTMENT,,Department the employee belongs to,nvarchar,,,,,,,,,,3,,,,Live Data Transmitted,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_VISIT_CLAIMST,DETAILLINENUMBER,,Detail Line Number. A sequential and unique line number of each detail line within the claim.,nvarchar,,,,,,,,,,99,,,,Live Data Transmitted,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_CLIENT_AUTH,DIAGNOSISCODE,,The client’s diagnosis code in ICD-10 format.,nvarchar,,,,,,,,,,10,,,,Live Data Transmitted,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_CLIENT_SCHEDULE,DISCIPLINE,,Type of service provided by the Employee.,nvarchar,,,,,,,,,,6,,,,Live Data Transmitted,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_CONTROL,EMP_DISC,,Employee ,numeric,,,,,,,,,,10,,0,,Live Data Transmitted,,,N,"Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf

AHCCCS Questions worksheer comment, 08/03/2023: AHCCCS Questions worksheer comment, 08/03/2023 - T_EVV_CONTROL is a file that is sent to us by Sandata alongside the other EVV files.  AHCCCS uses internally to determine information about the nature and numbers of records processed.  
Not sure if this data is useful for HAP business.  If not required, we can remove from our weekly extract.  Please let us know. """,,,
EVV,EVV,T_EVV_CONTROL,EMP_GENERAL,,Employee general information,numeric,,,,,,,,,,10,,0,,Live Data Transmitted,,,N,"Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf

AHCCCS Questions worksheer comment, 08/03/2023: AHCCCS Questions worksheer comment, 08/03/2023 - T_EVV_CONTROL is a file that is sent to us by Sandata alongside the other EVV files.  AHCCCS uses internally to determine information about the nature and numbers of records processed.  
Not sure if this data is useful for HAP business.  If not required, we can remove from our weekly extract.  Please let us know. """,,,
EVV,EVV,EVV_CMS_EVIDENCE_EXAMPLE,EMPLOYEE_FIRSTNAME,,Worker/Caregiver’s first name,nvarchar,,,,,,,,,,30,,,,Live Data Transmitted,,,Y,"No specific ""Description"" information found in documentation, inferred from similar information in Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf

08/03/2023 - This table was used by AHCCCS for internal testing before and during the creation of the EVV KPI process. 
Not sure if this data is useful for HAP business.  If not required, we can remove from our weekly extract.  Please let us know. ",,,
EVV,EVV,EVV_CMS_EVIDENCE_EXAMPLE,EMPLOYEE_ID,,Unique identifier the provider designated to each of their workers/caregivers.,nvarchar,,,,,,,,,,9,,,,Live Data Transmitted,,,Y,"No specific ""Description"" information found in documentation, inferred from similar information in Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf

08/03/2023 - This table was used by AHCCCS for internal testing before and during the creation of the EVV KPI process. 
Not sure if this data is useful for HAP business.  If not required, we can remove from our weekly extract.  Please let us know. ",,,
EVV,EVV,EVV_CMS_EVIDENCE_EXAMPLE,EMPLOYEE_LASTNAME,,Worker/Caregiver’s last name,nvarchar,,,,,,,,,,30,,,,Live Data Transmitted,,,Y,"No specific ""Description"" information found in documentation, inferred from similar information in Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf

08/03/2023 - This table was used by AHCCCS for internal testing before and during the creation of the EVV KPI process. 
Not sure if this data is useful for HAP business.  If not required, we can remove from our weekly extract.  Please let us know. ",,,
EVV,EVV,T_EVV_EMP_GENERAL,EMPLOYEEADDRESS1,,Worker/Caregiver’s street address,nvarchar,,,,,,,,,,30,,,,Live Data Transmitted,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_EMP_GENERAL,EMPLOYEEADDRESS2,,Second line of worker/caregiver’s street address,nvarchar,,,,,,,,,,30,,,,Live Data Transmitted,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_EMP_GENERAL,EMPLOYEEAPI,,"Employee client’s alternate provider
identifier or Medicaid ID",nvarchar,,,,,,,,,,25,,,,Live Data Transmitted,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_EMP_GENERAL,EMPLOYEEBIRTHDATE,,Date of birth of the employee,date,YYYY-MM-DD,,,,,,,,,,,,"JAN 7, 2013",Live Data Transmitted,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_EMP_GENERAL,EMPLOYEECITY,,City where the worker/caregiver resides,nvarchar,,,,,,,,,,30,,,,Live Data Transmitted,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_EMP_DISC,EMPLOYEEDISCIPLINE,,"Code defining the discipline(s) of the employee. Examples depending on the program include HHA, RN, LPN, PT, etc.",nvarchar,,,,,,,,,,6,,,,Live Data Transmitted,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_EMP_GENERAL,EMPLOYEEEMAIL,,Email address associated with the worker/caregiver,nvarchar, xxx@yyy.zzz,,,,,,,,,64,,,"BART@UHSK.COM, .....",Live Data Transmitted,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_EMP_GENERAL,EMPLOYEEFIRSTNAME,,Worker/Caregiver’s first name,nvarchar,,,,,,,,,,30,,,,Live Data Transmitted,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_EMP_GENERAL,EMPLOYEEHIREDATE,,Date when the worker/caregiver was employed by the provider,date,YYYY-MM-DD,,,,,,,,,,,,"JAN 7, 2013",Live Data Transmitted,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_CLIENT_SCHEDULE,EMPLOYEEID,,Unique employee identifier. This value uniquely identifies the employee in the Sandata system.,nvarchar,"#########
Full Employee’s SSN",,,,,,,,,9,,,,Live Data Transmitted,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_EMP_DISC,EMPLOYEEID,,Unique employee identifier. This value uniquely identifies the employee in the Sandata system.,nvarchar,"#########
Full Employee’s SSN",,,,,,,,,9,,,,Live Data Transmitted,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_EMP_GENERAL,EMPLOYEEID,,Unique employee identifier. This value uniquely identifies the employee in the Sandata system.,nvarchar,"#########
Full Employee’s SSN",,,,,,,,,9,,,,Live Data Transmitted,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_VISIT_GENERAL,EMPLOYEEID,,Unique employee identifier. This value uniquely identifies the employee in the Sandata system.,nvarchar,"#########
Full Employee’s SSN",,,,,,,,,9,,,,Live Data Transmitted,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_KPI_3 ,EMPLOYEEID , ,Unique employee identifier. This value uniquely identifies the employee in the Sandata system.,nvarchar,,,,,,,,,,9 ,,,,,,,,,,,
EVV,EVV,T_EVV_SPEC_USE_KPI ,EMPLOYEEID , ,Unique employee identifier. This value uniquely identifies the employee in the Sandata system.,nvarchar,,,,,,,,,,9 ,,,,,,,,,,,
EVV,EVV,T_EVV_EMP_GENERAL,EMPLOYEEIDCUSTOM1,,"Employee identifier identified by
Employee Qualifier. If employee
information is received from the
payer, this information will be used
to link the received Third Party EVV
information with the payer
information provided and should be
defined as the same value.",nvarchar,NULL,Y,,,,,,,,64,,,"000000042, .....",Live Data Transmitted,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_EMP_GENERAL,EMPLOYEEIDCUSTOM2,,"Unique employee identifier in the
external system",nvarchar,NULL,Y,,,,,,,,64,,,"0014680591, ....",Live Data Transmitted,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_EMP_GENERAL,EMPLOYEELASTNAME,,Worker/Caregiver’s last name,nvarchar,,,,,,,,,,30,,,,Live Data Transmitted,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_EMP_GENERAL,EMPLOYEELOCATIONNAME,,Location name of Worker/Caregiver,nvarchar,,,,,,,,,,20,,,,Live Data Transmitted,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_EMP_GENERAL,EMPLOYEEPHONE,,Phone number of the Worker/Caregiver,nvarchar,##########,,,,,,,,,10,,,"8082458687,....",Live Data Transmitted,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_EMP_GENERAL,EMPLOYEESTATE,,State where the worker/caregiver resides,nvarchar,2 char standard US state abbreviation.,,,,,,,,,2,,,HI,Live Data Transmitted,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_EMP_GENERAL,EMPLOYEETYPE,,Such as nurse or home health attendant. This is user defined varies based on the source system.,nvarchar,,,,,,,,,,1,,,,Live Data Transmitted,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_EMP_GENERAL,EMPLOYEEZIPCODE,," Employee’s 9 digit zip code.
If additional 4 digits is not known, zeros padded.",nvarchar,#########,,,,,,,,,9,,,"970349878, ....",Live Data Transmitted,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_EMP_GENERAL,EMPLOYETERMDATE,,Latest end date on the employee record. Helps determine employee active status,date,YYYY-MM-DD,,,,,,,,,,,,"JAN 7, 2013",Live Data Transmitted,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_VISIT_GENERAL,EMPVOICEVERIFICATION,,"If voice verification is in use, did the employee’s voice recording match the enrollment information. True / False",nvarchar,,,,,,,,,,5,,,,"True, False",,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_KPI_1_2 ,ENC_IND ,,Encounter Indicator,nvarchar,,,,,,,,,,1 ,,,,,,,,,,,
EVV,EVV,T_EVV_MASTER,END_TIME,,End of the run,date,YYYY-MM-DD,,,,,,,,,,,,"JAN 7, 2013",Live Data Transmitted,,,Y,"No specific ""Description"" information found in documentation, inferred from similar information in Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf

Per AHCCCS Questions_Issue_log - 08/03/2023 - T_EVV_MASTER table data is derived by AHCCCS Data Warehouse team internally using the T_EVV_CONTROL file and the runtime information from the other EVV file-loads.  For a given day, the number of successful records are displayed alongside expected numbers from the CONTROL file.  We can provide documentation if required.
Not sure if this data is useful for HAP business.  If not required, we can remove from our weekly extract.  Please let us know. ",,,
EVV,EVV,T_EVV_VISIT_EXCP,EXCEPTIONACKNOWLEDGED,,Indicated if exception was acknowledged. True/False ,nvarchar,,,,,,,,,,5,,,,"True, False",,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_VISIT_EXCP,EXCEPTIONID,,"ID for the exception being
acknowledged.",nvarchar,,,,,,,,,,2,,,,See Appendix 5,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_CONTROL,EXP_END_DATETIME,,Expected end date and time,date,YYYY-MM-DD,,,,,,,,,,,,"JAN 7, 2013",Live Data Transmitted,,,Y,"No specific ""Description"" information found in documentation, inferred from similar information in Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf

AHCCCS Questions worksheer comment, 08/03/2023 - T_EVV_CONTROL is a file that is sent to us by Sandata alongside the other EVV files.  AHCCCS uses internally to determine information about the nature and numbers of records processed.  
Not sure if this data is useful for HAP business.  If not required, we can remove from our weekly extract.  Please let us know. ",,,
EVV,EVV,T_EVV_CONTROL,EXP_START_DATETIME,,Expected start date and time,date,YYYY-MM-DD,,,,,,,,,,,,"JAN 7, 2013",Live Data Transmitted,,,Y,"No specific ""Description"" information found in documentation, inferred from similar information in Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf

AHCCCS Questions worksheer comment, 08/03/2023 - T_EVV_CONTROL is a file that is sent to us by Sandata alongside the other EVV files.  AHCCCS uses internally to determine information about the nature and numbers of records processed.  
Not sure if this data is useful for HAP business.  If not required, we can remove from our weekly extract.  Please let us know. ",,,
EVV,EVV,T_EVV_MASTER,FAIL_REC_COUNT,,Failed record count,numeric,,,,,,,,,,10,,0,,0,,,Y,"No specific ""Description"" information found in documentation, inferred from similar information in Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf

Per AHCCCS Questions_Issue_log - 08/03/2023 - T_EVV_MASTER table data is derived by AHCCCS Data Warehouse team internally using the T_EVV_CONTROL file and the runtime information from the other EVV file-loads.  For a given day, the number of successful records are displayed alongside expected numbers from the CONTROL file.  We can provide documentation if required.
Not sure if this data is useful for HAP business.  If not required, we can remove from our weekly extract.  Please let us know. ",,,
EVV,EVV,T_EVV_KPI_3 ,FFY_QUARTER , ,,nvarchar,,,,,,,,,,10 ,,,,,,,,,,,
EVV,EVV,T_EVV_SPEC_USE_KPI ,FFY_QUARTER , ,,nvarchar,,,,,,,,,,10 ,,,,,,,,,,,
EVV,EVV,T_EVV_MASTER,FILE_EXPECTED_REC_CNT,,File expected record count,numeric,,,,,,,,,,10,,0,,"134, 11, .....",,,Y,"No specific ""Description"" information found in documentation, inferred from similar information in Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf

Per AHCCCS Questions_Issue_log - 08/03/2023 - T_EVV_MASTER table data is derived by AHCCCS Data Warehouse team internally using the T_EVV_CONTROL file and the runtime information from the other EVV file-loads.  For a given day, the number of successful records are displayed alongside expected numbers from the CONTROL file.  We can provide documentation if required.
Not sure if this data is useful for HAP business.  If not required, we can remove from our weekly extract.  Please let us know. ",,,
EVV,EVV,T_EVV_MASTER,FILE_NAME,,Name of the file,nvarchar,,,,,,,,,,80,,,,"HAWAII_EVV_DWEXTRACT_VISIT_CALLS_112721_06_05_28.DSV, ......",,,Y,"No specific ""Description"" information found in documentation, inferred from similar information in Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf

Per AHCCCS Questions_Issue_log - 08/03/2023 - T_EVV_MASTER table data is derived by AHCCCS Data Warehouse team internally using the T_EVV_CONTROL file and the runtime information from the other EVV file-loads.  For a given day, the number of successful records are displayed alongside expected numbers from the CONTROL file.  We can provide documentation if required.
Not sure if this data is useful for HAP business.  If not required, we can remove from our weekly extract.  Please let us know. ",,,
